"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"134",1e-05,1e-05,0.202156,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.022443,0.36727,1e-05,0.407971,1e-05
"135",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05
"136",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05
"137",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05
"138",0.064141,1e-05,0.430752,1e-05,0.320055,0.043253,1e-05,1e-05,1e-05,0.027867,1e-05,1e-05,1e-05,1e-05,1e-05,0.038565,0.075237,1e-05,1e-05,1e-05
"139",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05
"140",0.041012,1e-05,0.160761,1e-05,0.075678,1e-05,1e-05,1e-05,1e-05,0.019753,1e-05,0.007736,1e-05,1e-05,0.105795,1e-05,0.589135,1e-05,1e-05,1e-05
"141",1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"142",1e-05,1e-05,0.815306,1e-05,1e-05,1e-05,1e-05,0.031601,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.152923,1e-05,1e-05,1e-05,1e-05,1e-05
"143",0.034405,1e-05,0.392733,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.572692,1e-05,1e-05,1e-05
"144",1e-05,0.474907,0.461115,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.063805,1.2e-05,1.1e-05,1e-05
"145",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05
"146",1e-05,1e-05,0.293029,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.685357,1e-05,0.021444,1e-05
"147",0.004382,1e-05,0.428726,0.012097,0.333362,0.057653,0.118371,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.025311,0.008082,0.011906,1e-05
"148",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05
"149",1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"150",1e-05,1e-05,0.384402,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.014398,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.60103,1e-05,1e-05,1e-05
"151",0.050382,1e-05,0.079363,1e-05,0.484593,1.2e-05,0.150803,1e-05,1e-05,0.008315,1e-05,1e-05,1e-05,1e-05,0.078181,1e-05,0.14823,1e-05,1e-05,1e-05
"152",0.040107,1e-05,0.133506,1e-05,1e-05,1e-05,0.017808,0.080151,0.01762,1e-05,1e-05,1e-05,0.585843,1e-05,0.084888,1e-05,0.039956,1e-05,1e-05,1e-05
"153",0.067376,1e-05,0.028042,1e-05,0.00405,1e-05,0.047216,1e-05,0.001266,0.000466,1e-05,0.004561,0.308937,1e-05,0.471131,1e-05,0.042245,1e-05,1e-05,0.02462
"154",0.319896,1e-05,1e-05,1e-05,0.075743,1e-05,0.036691,1e-05,1e-05,0.019655,1e-05,1e-05,0.134346,1e-05,0.401548,1e-05,0.005436,1e-05,0.006566,1e-05
"155",0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"156",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"157",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"158",1e-05,1e-05,1e-05,1e-05,0.560235,1e-05,0.439585,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"159",1e-05,1e-05,1e-05,1e-05,0.041606,1e-05,0.019599,1e-05,1e-05,1e-05,1e-05,1e-05,0.612817,1e-05,0.325818,1.1e-05,1e-05,1e-05,1e-05,1e-05
"160",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.750617,1e-05,0.249203,1e-05,1e-05,1e-05,1e-05,1e-05
"161",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"162",1e-05,1e-05,1.2e-05,1e-05,1e-05,1e-05,1e-05,0.999807,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1.1e-05,1e-05,1e-05,1e-05,1e-05
"163",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"164",1e-05,1e-05,1.4e-05,1e-05,1e-05,1e-05,1e-05,0.995042,0.004774,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"165",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"166",1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,0.9998,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"167",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"168",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"169",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"170",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"171",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.999807,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1.3e-05,1e-05,1e-05,1e-05
"172",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"173",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"174",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"175",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.971337,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.028483
"176",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"177",1e-05,1e-05,1e-05,1e-05,0.012327,1e-05,1e-05,1e-05,0.021538,1e-05,1e-05,1e-05,0.386625,1e-05,0.458372,0.006839,0.101846,1e-05,0.012324,1e-05
"178",1e-05,0.000777,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.333464,1e-05,0.60408,1e-05,1e-05,1e-05,0.061518,1e-05
"179",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.715978,1e-05,0.283836,1e-05,1e-05,1e-05,1.6e-05,1e-05
"180",0.005341,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.692435,1e-05,0.257037,0.014255,1e-05,1e-05,0.030782,1e-05
"181",0.914523,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.085297,1e-05,1e-05,1e-05,1e-05,1e-05
"182",0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"183",1e-05,1e-05,1e-05,1e-05,0.698873,1e-05,0.300947,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"184",0.00107,1e-05,1e-05,1e-05,0.573696,1e-05,0.425063,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"185",0.36951,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.000642,1e-05,1e-05,0.629679,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"186",0.497646,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.502174,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"187",0.090286,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.874888,1e-05,1e-05,0.034656,1e-05,1e-05,1e-05,1e-05
"188",0.242979,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.756841,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"189",1e-05,1e-05,0.194695,1e-05,1e-05,1e-05,1e-05,0.132487,1e-05,1e-05,1e-05,1e-05,0.640766,1e-05,0.031891,1e-05,1e-05,1e-05,1e-05,1e-05
"190",0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"191",0.015282,1e-05,0.166117,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.017393,1e-05,1e-05,0.652468,1e-05,1e-05,1e-05,0.087354,1e-05,1e-05,0.061246
"192",1e-05,0.157699,0.137267,1e-05,0.01765,1e-05,1e-05,0.382143,1e-05,0.012479,1e-05,1e-05,0.204372,1e-05,0.088259,1e-05,1e-05,1e-05,1e-05,1e-05
"193",1e-05,1e-05,1e-05,1e-05,0.319092,1e-05,0.677881,1e-05,0.002857,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"194",1e-05,1e-05,1e-05,1e-05,0.271115,1e-05,0.706924,1e-05,0.021792,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"195",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"196",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"197",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"198",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"199",0.026351,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.639225,1e-05,0.137815,1e-05,0.192619,0.003839,1e-05,1e-05
"200",1e-05,1e-05,0.02334,1e-05,0.37421,0.013954,1e-05,1e-05,1e-05,0.007743,1e-05,1e-05,0.31746,1e-05,0.221762,0.012312,0.029045,1e-05,6.5e-05,1e-05
"201",1e-05,1e-05,0.102251,1e-05,0.007054,1e-05,1e-05,0.034255,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.829943,1e-05,0.003731,1e-05,0.022626,1e-05
"202",0.999806,1.4e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"203",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05
"204",0.080653,1e-05,0.053185,1e-05,0.290513,1e-05,0.211996,1e-05,1e-05,0.007123,0.014567,0.042155,0.064292,1e-05,0.090274,0.016728,0.128424,1e-05,1e-05,1e-05
"205",0.047473,1e-05,1e-05,1e-05,1e-05,1e-05,0.037157,1e-05,1e-05,0.025344,1e-05,1e-05,0.464556,1e-05,0.35511,0.016684,0.053547,1e-05,1e-05,1e-05
"206",0.02242,1e-05,0.082836,1e-05,0.042847,0.040373,0.012178,1e-05,1e-05,1e-05,1e-05,1e-05,0.54795,1e-05,0.251265,1e-05,1e-05,1e-05,1e-05,1e-05
"207",1e-05,1e-05,1e-05,1e-05,1.4e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.043066,1e-05,0.95675,1e-05,1e-05,1e-05,1e-05,1e-05
"208",0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"209",1e-05,1e-05,1e-05,1e-05,1.2e-05,1e-05,1e-05,1e-05,1e-05,1.1e-05,1e-05,1e-05,1e-05,1e-05,0.999798,1e-05,1.9e-05,1e-05,1e-05,1e-05
"210",1e-05,1e-05,0.145346,1e-05,0.082345,1e-05,1e-05,1e-05,1e-05,0.002292,1e-05,1e-05,0.131789,1e-05,0.61619,0.001945,1e-05,1e-05,0.019963,1e-05
"211",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05
"212",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1.9e-05,1e-05,0.999801,1e-05,1e-05,1e-05,1e-05,1e-05
"213",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05
"214",0.001812,1e-05,0.047203,1e-05,1e-05,1e-05,0.028205,1e-05,0.015949,0.037993,1e-05,1e-05,1e-05,1.6e-05,0.76465,1e-05,0.104051,1e-05,1e-05,1e-05
"215",0.047073,1e-05,0.142424,1e-05,0.02891,1e-05,0.009763,1e-05,1e-05,0.021189,1e-05,1e-05,1e-05,1e-05,0.688724,1e-05,0.061787,1e-05,1e-05,1e-05
"216",1e-05,1e-05,1.2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.999807,1e-05,1e-05,1e-05,1e-05,1e-05
"217",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.016386,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.923932,1e-05,0.059512,1e-05,1e-05,1e-05
"218",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05
"219",0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"220",1e-05,1e-05,0.136698,1e-05,1e-05,1e-05,0.030883,0.044508,1e-05,1e-05,1e-05,1e-05,0.158924,1e-05,0.61182,1e-05,0.017027,1e-05,1e-05,1e-05
"221",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05
"222",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05
"223",0.027306,1e-05,1e-05,1e-05,1e-05,0.011458,0.012405,1e-05,1e-05,0.005783,1e-05,1e-05,1e-05,1.5e-05,4.2e-05,0.023213,0.850183,1e-05,0.069485,1e-05
"224",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1.4e-05,1e-05,1e-05,1e-05,1e-05,0.999806,1e-05,1e-05,1e-05,1e-05,1e-05
"225",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05
"226",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.023877,1e-05,1e-05,1e-05,1e-05,0.975943,1e-05,1e-05,1e-05,1e-05,1e-05
"227",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1.8e-05,1e-05,0.999796,1.6e-05,1e-05,1e-05,1e-05,1e-05
"228",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05
"229",1e-05,1e-05,0.027934,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.971886,1e-05,1e-05,1e-05,1e-05,1e-05
"230",0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"231",1e-05,1e-05,1e-05,1e-05,0.007544,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.987735,0.004551,1e-05,1e-05,1e-05,1e-05
"232",0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"233",0.014114,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.985705,1e-05,1e-05,1e-05,1e-05,1e-05
"234",0.031323,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.968497,1e-05,1e-05,1e-05,1e-05,1e-05
"235",0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"236",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05
"237",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.999807,1.3e-05,1e-05,1e-05,1e-05,1e-05
"238",0.651429,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1.3e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.348388,1e-05,1e-05,1e-05,1e-05,1e-05
"239",0.537247,1e-05,1e-05,1e-05,1e-05,1e-05,0.011071,1e-05,1e-05,1e-05,1e-05,1e-05,1.4e-05,1e-05,0.451508,1e-05,1e-05,1e-05,1e-05,1e-05
"240",0.673127,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.326693,1e-05,1e-05,1e-05,1e-05,1e-05
"241",1.4e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1.5e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.999794,1e-05,1.7e-05,1e-05,1e-05,1e-05
"242",0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"243",0.834162,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.024134,1e-05,0.141534,1e-05,1e-05,1e-05,1e-05,1e-05
"244",0.580977,1e-05,0.022326,1e-05,1e-05,1e-05,0.033665,0.099015,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.263868,1e-05,1e-05,1e-05,1e-05,1e-05
"245",0.850435,1e-05,1e-05,1e-05,1e-05,1e-05,0.014196,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.09532,0.007375,0.02861,1e-05,0.003924,1e-05
"246",1e-05,1e-05,1e-05,1e-05,1.7e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.999803,1e-05,1e-05,1e-05,1e-05,1e-05
"247",0.996373,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1.8e-05,0.003439,1e-05,1e-05,1e-05,1e-05
"248",0.999805,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1.5e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"249",0.524344,1e-05,1e-05,1e-05,1e-05,1.4e-05,1.3e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.475469,1e-05,1e-05,1e-05,1e-05,1e-05
"250",0.851975,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.005539,0.033729,0.006389,1e-05,1e-05,1e-05,1e-05,0.102218,1e-05,1e-05,1e-05,1e-05,1e-05
"251",0.95922,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1.2e-05,1e-05,1e-05,1e-05,1e-05,0.039486,0.001121,1e-05,1e-05,1e-05,1e-05
"252",0.063976,1e-05,0.168081,1e-05,0.048346,0.034885,0.01126,1e-05,1e-05,0.018127,1e-05,1e-05,1e-05,1e-05,0.510408,1e-05,0.133918,1e-05,0.010889,1e-05
"253",1e-05,1e-05,1e-05,1e-05,0.701705,1e-05,0.298115,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"254",1e-05,1e-05,1e-05,1e-05,0.712405,1e-05,0.287415,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"255",1e-05,1e-05,1e-05,1e-05,0.69642,1e-05,0.3034,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"256",1e-05,1e-05,1e-05,1e-05,0.71108,1e-05,0.28874,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"257",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"258",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"259",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"260",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"261",1e-05,1e-05,1e-05,1e-05,0.378392,1e-05,0.595103,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.026336
"262",1.7e-05,1e-05,0.999803,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"263",1e-05,1e-05,1e-05,1e-05,0.5054,1e-05,0.49442,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"264",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"265",0.014562,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.028795,1e-05,1e-05,0.956473,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"266",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99981,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"267",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.047163,1e-05,1e-05,0.952657,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
