"","latitude","longitude","V1","V2","V3","V4","V5","V6","V7","V8"
"265",55.7686,14.1383,0.637884,0.047168,1e-05,1e-05,0.283743,0.031164,1e-05,1e-05
"266",55.7689,14.1375,0.620391,0.15054,1e-05,1e-05,0.217313,0.011717,1e-05,1e-05
"267",55.7692,14.1369,0.586325,0.092845,1e-05,1e-05,0.252817,0.067973,1e-05,1e-05
"268",55.7694,14.1347,0.654258,0.135677,1e-05,1e-05,0.199481,0.010544,1e-05,1e-05
"269",55.7706,14.1342,0.789973,0.014608,1e-05,0.041877,0.062286,0.072616,1e-05,0.01862
"270",55.7708,14.1342,0.611907,0.033629,1e-05,0.027324,0.327101,1e-05,1e-05,1e-05
"271",55.7708,14.1331,0.563573,0.046647,1e-05,0.027373,0.362367,1e-05,1e-05,1e-05
"272",55.7719,14.1211,0.805974,0.009152,1e-05,0.040571,0.120628,0.023645,1e-05,1e-05
"273",55.7717,14.1206,0.706204,0.030142,1e-05,0.020569,0.21286,0.030195,1e-05,1e-05
"274",55.7714,14.1208,0.73108,1e-05,1e-05,1e-05,0.225317,1e-05,1e-05,0.043554
"275",62.8836,18.1842,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05
"276",62.8839,18.1836,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05
"277",63.0175,18.3281,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05
"278",63.0167,18.3283,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05
"279",63.0169,18.3283,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05
"280",63.0172,18.3283,1e-05,1e-05,1e-05,0.892129,1e-05,1e-05,1e-05,0.107811
"281",62.806,18.1896,0.083171,1e-05,1e-05,0.888715,1e-05,0.028064,1e-05,1e-05
"282",62.806,18.1896,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05
"283",62.96,18.2844,1.6e-05,1e-05,1e-05,0.999917,1.6e-05,1e-05,1e-05,1e-05
"284",62.9611,18.3589,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05
"285",62.9619,18.35,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05
"286",62.9619,18.35,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05
"287",62.9622,18.35,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05
"288",62.9614,18.3608,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05
"289",55.7,13.2,0.67819,0.169847,1e-05,0.008799,0.093445,0.049688,1e-05,1e-05
"290",56.27373,13.90045,0.06009,1e-05,1e-05,0.001128,0.93688,0.001862,1e-05,1e-05
"291",62.9169,18.4728,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05
"292",55.5796,14.3336,0.843463,1e-05,1e-05,0.135639,1e-05,0.020847,1e-05,1e-05
"293",55.5796,14.334,0.836466,1e-05,1e-05,0.146773,1e-05,0.016711,1e-05,1e-05
"294",55.5796,14.3336,0.731007,0.180012,1e-05,0.060951,1e-05,0.015733,1e-05,0.012267
"295",55.5796,14.3336,0.821489,1e-05,1e-05,0.150892,1e-05,0.027569,1e-05,1e-05
"296",55.5796,14.3336,0.83476,1e-05,1e-05,0.144268,1e-05,0.020921,1e-05,1e-05
"297",55.5796,14.3336,0.835179,0.103564,1e-05,0.039147,0.00845,0.01363,1e-05,1e-05
"298",49.2771,16.6314,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05
"299",49.2771,16.6314,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05
"300",49.2771,16.6314,1e-05,1e-05,1e-05,1e-05,0.975735,0.003443,1e-05,0.020771
"301",56.06,13.97,0.584929,1e-05,1e-05,0.051572,0.3628,0.000659,1e-05,1e-05
"302",49.3853,16.2544,1e-05,0.027353,1e-05,1e-05,0.972587,1e-05,1e-05,1e-05
"303",49.3853,16.2544,0.157101,1e-05,1e-05,1e-05,0.718121,1e-05,1e-05,0.124729
"304",49.3853,16.2544,1e-05,0.002854,1e-05,1e-05,0.997086,1e-05,1e-05,1e-05
"305",51.85,6.4333,1e-05,0.580049,0.172986,0.002997,0.238531,1e-05,0.005408,1e-05
"306",40.8585,-73.4675,1e-05,1.2e-05,1e-05,1e-05,1e-05,0.999928,1e-05,1e-05
"307",40.8585,-73.4675,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"308",40.8585,-73.4675,0.075408,0.6631,1e-05,1e-05,1.4e-05,0.261437,1e-05,1e-05
"309",42.4489,-76.5072,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"310",42.4489,-76.5072,1e-05,1e-05,1e-05,1e-05,1e-05,0.999275,1e-05,0.000665
"311",42.373,-71.0627,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"312",42.373,-71.0627,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"313",41.2816,-86.621,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"314",49.5,73.1,0.201936,1e-05,1e-05,1e-05,0.154467,1e-05,1e-05,0.643547
"315",45,1.3,1e-05,0.796049,0.093311,0.021074,0.057818,1e-05,0.031718,1e-05
"316",51.2167,4.4,0.073437,0.75781,1e-05,0.025917,0.109592,0.029785,1e-05,0.003438
"317",63.324,18.484,1e-05,0.112374,1e-05,0.887566,1e-05,1e-05,1e-05,1e-05
"318",63.324,18.484,1e-05,0.087289,1e-05,0.912651,1e-05,1e-05,1e-05,1e-05
"319",49.4013,16.2326,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05
"320",49.2,16.6166,0.016951,0.564101,0.17752,1e-05,0.241385,1.3e-05,1e-05,1e-05
"321",51.4083,-0.6383,0.218792,0.623094,1e-05,0.023702,0.088194,0.046188,1e-05,1e-05
"322",51.4083,-0.6383,1e-05,0.995667,1e-05,1e-05,1e-05,0.004273,1e-05,1e-05
"323",38.3,-92.3,1e-05,0.521931,1e-05,1e-05,0.456878,0.021141,1e-05,1e-05
"324",15.1111,-23.6167,0.03133,1e-05,0.052891,0.023053,0.047948,1e-05,0.801525,0.043232
"325",62.877,18.177,1e-05,1e-05,1.5e-05,0.999925,1e-05,1e-05,1e-05,1e-05
"326",50.3,6.3,1e-05,0.696246,1e-05,1e-05,0.287347,0.016357,1e-05,1e-05
"327",63.0165,18.3174,1e-05,1e-05,1e-05,0.948145,1e-05,1e-05,1e-05,0.051795
"328",63.0165,18.3174,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05
"329",50.3,8,1e-05,0.080576,0.006629,1e-05,0.900663,0.012091,1e-05,1e-05
"330",51.5338,9.9355,0.407858,0.390925,1e-05,0.127908,0.025641,0.039603,0.008044,1e-05
"331",50.3,8,0.082354,0.402806,1e-05,1e-05,0.473408,0.041392,1e-05,1e-05
"332",51.4083,-0.6383,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"333",51.4083,-0.6383,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"334",44.46,-85.37,1e-05,0.988041,1e-05,1e-05,1e-05,1e-05,1e-05,0.011899
"335",41.2816,-86.621,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"336",38.48,68.49,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993
"337",49.5,73.1,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993
"338",47.984,10.8719,0.348487,1e-05,1e-05,1e-05,0.488616,1e-05,1e-05,0.162848
"339",41.59,2.49,1e-05,0.590538,0.097253,1e-05,1e-05,1e-05,0.312159,1e-05
"340",55.7522,37.6322,1e-05,1e-05,1e-05,1e-05,0.425601,1e-05,1e-05,0.574339
"341",50.3,8.3,0.058457,0.384909,1e-05,0.000325,0.556269,1e-05,1e-05,1e-05
"342",51.4083,-0.6383,1e-05,0.974996,1e-05,1e-05,1e-05,0.024944,1e-05,1e-05
"343",51.4083,-0.6383,1e-05,0.999926,1e-05,1e-05,1.4e-05,1e-05,1e-05,1e-05
"344",52.24,4.45,0.172646,0.596585,1e-05,0.009314,0.164142,0.055981,1e-05,0.001312
"345",49.42,16.36,1e-05,0.023131,1e-05,1e-05,0.976809,1e-05,1e-05,1e-05
"346",49.42,16.36,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05
"347",49.42,16.36,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05
"348",46,3.3,0.028108,0.804755,1e-05,1e-05,0.154756,0.012341,1e-05,1e-05
"349",48.5,-1.41,0.084619,0.851777,1e-05,0.015053,1e-05,0.048511,1e-05,1e-05
"350",48.5,-1.41,0.011689,0.934842,1e-05,0.053418,1e-05,1e-05,1e-05,1e-05
"351",38.3333,-3.53333,1e-05,0.594422,0.039154,1e-05,1e-05,1e-05,0.366373,1e-05
"352",38.35,68.48,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993
"353",51.4083,-0.6383,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"354",51.4083,-0.6383,0.216761,0.65104,1e-05,1e-05,0.11313,0.019029,1e-05,1e-05
"355",60,23.5,0.081355,0.07184,1e-05,0.659029,1e-05,1e-05,1e-05,0.187736
"356",60,23.5,0.059576,0.062577,1e-05,0.670532,1e-05,1e-05,1e-05,0.207276
"357",41.7194,2.93056,1e-05,0.465499,0.128157,1e-05,1e-05,1e-05,0.406294,1e-05
"358",41.7194,2.93056,1e-05,0.631455,1e-05,1e-05,1e-05,1e-05,0.368485,1e-05
"359",56.0648,13.9707,0.395636,0.437586,1e-05,0.022244,0.048539,0.031002,1e-05,0.064974
"360",56.0648,13.9707,0.755341,1e-05,1e-05,0.02954,0.199015,1e-05,1e-05,0.016063
"361",48.3,14.45,1e-05,0.089718,1e-05,1e-05,0.910222,1e-05,1e-05,1e-05
"362",48.3,14.45,1e-05,0.062921,0.054858,1e-05,0.882171,1e-05,1e-05,1e-05
"363",47.25,8.26,1e-05,0.425308,1.3e-05,1e-05,0.565677,0.008962,1e-05,1e-05
"364",52.3,30,0.156613,0.075215,1e-05,1e-05,0.628394,0.021389,1e-05,0.118359
"365",52.3,9.3,0.120004,0.519526,1e-05,1e-05,0.356265,0.004164,1e-05,1e-05
"366",49.3853,16.2544,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05
"367",57.1539,-2.2207,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"368",48.0683,7.62551,1e-05,0.371368,1e-05,1e-05,0.627396,0.001186,1e-05,1e-05
"369",54.8,-2.4333,1e-05,0.999871,1e-05,1e-05,1e-05,6.9e-05,1e-05,1e-05
"370",53.448,5.73,0.108762,0.140713,1e-05,1e-05,0.750475,1e-05,1e-05,1e-05
"371",50.3,5.3,0.002158,0.582977,1e-05,1e-05,0.406703,0.008121,1e-05,1e-05
"372",51.8333,5.5833,0.167009,0.703846,1e-05,0.037655,0.060178,1e-05,0.018136,0.013156
"373",50.9167,9.57073,0.126363,0.485331,0.00535,1e-05,0.351714,1e-05,1e-05,0.031213
"374",51.3333,6.1,0.277334,0.62327,1e-05,0.038051,0.055469,0.005845,1e-05,1e-05
"375",47.5,7.5,1e-05,0.428694,0.025812,1e-05,0.545356,9.7e-05,1e-05,1e-05
"376",52,5.675,0.107552,0.670913,1e-05,0.031327,0.168457,0.021721,1e-05,1e-05
"377",52.4584,13.287,0.221853,0.061903,1e-05,1e-05,0.716195,1e-05,1e-05,1e-05
"378",56.5459,-4.79821,1e-05,0.620604,1e-05,1e-05,0.343028,0.036317,1e-05,1e-05
"379",44.5041,11.3396,1e-05,0.154474,0.078877,1e-05,0.76121,1e-05,1e-05,0.005399
"380",54.4,-3.2667,1e-05,0.987595,1e-05,1e-05,0.012345,1e-05,1e-05,1e-05
"381",49.5166,9.3166,0.2274,0.452928,1e-05,0.014278,0.305353,1e-05,1e-05,1e-05
"382",50.0167,8.6667,1e-05,0.5265,1e-05,1e-05,0.47344,1e-05,1e-05,1e-05
"383",41.3599,-122.755,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"384",50.5,9.5,0.155278,0.463834,1e-05,0.005637,0.375211,1e-05,1e-05,1e-05
"385",54.1,-6.2,0.273897,0.351001,1e-05,0.274034,1e-05,0.067604,0.033434,1e-05
"386",53.2699,-1.64293,0.208276,0.454561,1e-05,0.234543,1e-05,0.051798,0.050792,1e-05
"387",50.2981,8.26607,1e-05,0.651835,1e-05,1e-05,0.305383,0.042732,1e-05,1e-05
"388",29.2144,-13.4811,0.060611,0.12971,0.04539,1e-05,1e-05,0.031886,0.679642,0.052742
"389",51.3,1.1,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"390",37.3,15,0.004796,1e-05,1e-05,0.01345,0.953214,0.0285,1e-05,1e-05
"391",42,12.1,0.029597,0.399936,0.451068,1e-05,0.119359,1e-05,1e-05,1e-05
"392",48.0717,1.33867,0.046451,0.894625,1e-05,0.007858,0.051025,1e-05,1e-05,1e-05
"393",53.7502,34.7361,0.048645,1e-05,1e-05,1e-05,0.434829,1e-05,1e-05,0.516476
"394",40.12,-8.25,1e-05,0.098029,0.789408,0.020356,0.066728,0.023498,1e-05,0.00196
"395",40.2077,-8.42639,1e-05,0.508122,0.070392,1e-05,1e-05,1e-05,0.421435,1e-05
"396",49.416,2.823,1e-05,0.980239,1e-05,0.018508,1e-05,0.001203,1e-05,1e-05
"397",49.8724,8.65081,0.0473,0.36738,1e-05,1e-05,0.584461,0.000819,1e-05,1e-05
"398",47.3239,5.04278,0.240018,1e-05,1e-05,1e-05,0.605895,1e-05,1e-05,0.154037
"399",50.7224,8.2372,0.137605,0.463075,1e-05,1e-05,0.334627,0.064653,1e-05,1e-05
"400",49.4167,16.2667,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05
"401",51.051,13.7336,1e-05,0.112177,1e-05,1e-05,0.887763,1e-05,1e-05,1e-05
"402",54.7761,-1.5733,1e-05,0.999926,1e-05,1.4e-05,1e-05,1e-05,1e-05,1e-05
"403",51.3,0.5,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"404",55.9494,-3.16028,0.274056,0.587612,1e-05,0.086426,1e-05,0.051866,1e-05,1e-05
"405",51.5105,9.68253,0.344142,0.458966,1e-05,1e-05,0.173236,0.023615,1e-05,1e-05
"406",50,8.5,1e-05,0.343999,1e-05,1e-05,0.628094,0.027857,1e-05,1e-05
"407",50,8.5,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05
"408",49.5955,11.0087,0.043672,0.621897,1e-05,0.016421,0.299541,0.011401,1e-05,0.007048
"409",60.1997,24.5682,0.322518,1e-05,1e-05,0.17479,0.21074,0.016624,1e-05,0.275298
"410",58.6656,24.9871,0.02116,0.361365,1e-05,1e-05,0.490931,1e-05,0.022432,0.104082
"411",44.6447,2.56481,1e-05,0.730895,0.079599,0.018452,0.13239,0.001123,0.037521,1e-05
"412",50.1102,8.6822,0.104488,0.626299,1e-05,0.02381,0.234137,0.007968,1e-05,0.003278
"413",50.5,8.0167,0.394901,0.44207,1e-05,0.10605,0.023906,0.033044,1e-05,1e-05
"414",51.0167,5.86667,0.205689,0.568322,1e-05,1e-05,0.131903,0.033102,1e-05,0.060954
"415",50.584,8.67825,0.385741,0.286707,1e-05,0.029049,0.279354,0.00999,1e-05,0.009138
"416",47,15.5,0.096992,0.110685,0.06963,1e-05,0.70455,1e-05,1e-05,0.018112
"417",43.178,-85.2532,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"418",53.5,10.5,1e-05,0.410855,1e-05,1e-05,0.549231,0.039865,1e-05,1e-05
"419",52.24,9.44,0.171107,0.600197,1e-05,0.018937,0.174879,0.005924,1e-05,0.028935
"420",52.3721,9.73569,0.012153,0.458325,1e-05,1e-05,0.416415,0.078082,1e-05,0.034996
"421",55.675,12.5686,0.463529,0.222565,1e-05,0.018621,0.263225,1e-05,1e-05,0.03203
"422",51.3472,8.28844,0.323872,0.423643,1e-05,0.001916,0.228917,1.2e-05,1e-05,0.02162
"423",54.4175,9.88682,0.39505,0.404981,1e-05,0.018563,0.1604,0.020977,1e-05,1e-05
"424",49,15,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05
"425",50.927,11.587,0.387195,0.081851,0.029413,0.020913,0.465097,1e-05,0.011755,0.003766
"426",35,77,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993
"427",54.8969,23.8924,0.086404,1e-05,1e-05,0.010979,0.622002,1e-05,1e-05,0.280575
"428",55.6395,-5.66364,0.2955,0.498653,1e-05,1e-05,0.132738,0.057186,1e-05,0.015892
"429",50.95,6.9666,1e-05,0.556925,1e-05,1e-05,0.443015,1e-05,1e-05,1e-05
"430",50.1797,8.50861,1e-05,0.570719,1e-05,1e-05,0.429221,1e-05,1e-05,1e-05
"431",49.631,11.5722,1e-05,1.4e-05,1e-05,1e-05,0.999926,1e-05,1e-05,1e-05
"432",35.0085,135.752,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05
"433",55.6739,-3.78181,1e-05,0.701439,1e-05,1e-05,0.289108,0.009403,1e-05,1e-05
"434",52.7333,15.2333,0.190379,0.081166,1e-05,1e-05,0.575124,1e-05,1e-05,0.15329
"435",47.984,10.8719,0.317143,1e-05,1e-05,1e-05,0.524927,1e-05,1e-05,0.15788
"436",48,0.5,1e-05,0.956943,1e-05,0.042997,1e-05,1e-05,1e-05,1e-05
"437",52.1611,4.49015,0.015115,0.350512,1e-05,1e-05,0.404549,0.004676,1e-05,0.225118
"438",50.3833,8.0666,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05
"439",50.3833,8.0666,0.08937,0.512717,1e-05,1e-05,0.37278,0.025093,1e-05,1e-05
"441",50.001,8.26664,0.223211,0.627393,1.2e-05,0.009901,0.084123,1e-05,1e-05,0.055341
"442",41.3923,-70.6652,1e-05,1e-05,1e-05,1e-05,1e-05,0.999927,1.3e-05,1e-05
"443",51.9183,10.1138,0.293961,0.407233,1e-05,1e-05,0.235462,0.017154,1e-05,0.04616
"444",50.95,20.5,1e-05,0.465397,1e-05,1e-05,0.518033,0.016521,1e-05,1e-05
"445",50.5,8.5,0.061069,0.498464,1e-05,1e-05,0.421158,0.019269,1e-05,1e-05
"446",52.6969,10.981,0.250027,0.257734,1e-05,1e-05,0.441572,0.006645,1e-05,0.043992
"447",51.0581,13.2995,0.119747,0.003249,1e-05,0.016867,0.85204,0.008066,1e-05,1e-05
"448",50.2,8.5833,0.0102,0.448237,1e-05,1e-05,0.524692,0.016831,1e-05,1e-05
"449",53.1667,8.2,0.289763,0.519448,1e-05,0.086379,0.065757,0.011331,1e-05,0.027302
"450",50.3827,8.01161,0.016703,0.431856,1e-05,1e-05,0.528935,0.022465,1e-05,1e-05
"451",53.3422,8.42255,0.289816,0.36912,1e-05,1e-05,0.288219,0.034883,1e-05,0.017932
"452",60.385543,6.193019,0.583092,0.128049,1e-05,0.011161,0.258832,0.018837,1e-05,1e-05
"453",59,29,1e-05,1e-05,1e-05,0.015911,0.984029,1e-05,1e-05,1e-05
"454",47.04,10.51,1e-05,0.188864,1e-05,1e-05,0.800768,0.010318,1e-05,1e-05
"455",53.476,10.6065,0.32123,0.218738,1e-05,0.031699,0.417653,1e-05,1e-05,0.01065
"456",49.2655,-123.206,1e-05,0.980985,1e-05,1e-05,1.1e-05,1e-05,1e-05,0.018954
"457",48.0653,-2.96591,0.151408,0.812693,1e-05,0.025236,1e-05,0.010623,1e-05,1e-05
"458",54.3512,-3.41697,0.161313,0.059701,1e-05,1e-05,0.638501,0.020258,1e-05,0.120197
"459",51.9667,5.56667,0.201202,0.642507,0.014213,0.034229,0.104314,0.003515,1e-05,1e-05
"460",42,12.1,1e-05,0.346996,0.476735,1e-05,0.159737,0.016492,1e-05,1e-05
"461",49.4424,1.09849,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"462",56.3,34,0.149004,0.355339,1e-05,1e-05,0.452498,0.043119,1e-05,1e-05
"463",49,38.28,0.024459,1e-05,1e-05,0.003864,0.091402,1e-05,1e-05,0.880236
"464",41.7833,3.03333,1e-05,0.592507,1e-05,1e-05,0.055986,1e-05,0.351457,1e-05
"465",41.7833,3.03333,0.057836,0.475224,0.036969,1e-05,1e-05,0.00459,0.425352,1e-05
"466",47,-122.2,1e-05,0.998302,1e-05,0.001638,1e-05,1e-05,1e-05,1e-05
"467",46.5438,11.5614,1e-05,1e-05,1e-05,0.025085,0.930705,0.014287,1e-05,0.029883
"468",50.8738,8.02341,0.149525,0.331237,1e-05,1e-05,0.505823,0.013375,1e-05,1e-05
"469",53.6473,-3.00733,0.216991,0.689437,1e-05,0.075664,1e-05,0.017868,1e-05,1e-05
"470",52.5339,13.181,0.414902,0.065327,2e-05,1e-05,0.492419,1e-05,1e-05,0.027302
"471",47.6667,9.5,1e-05,0.369909,1e-05,1e-05,0.611658,0.018382,1e-05,1e-05
"472",52.6058,11.8558,0.309788,0.210031,0.00282,0.018073,0.459259,1e-05,1e-05,1e-05
"473",52,36,1e-05,1e-05,1e-05,1e-05,0.676519,1e-05,1e-05,0.323421
"474",49.5,14.5,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05
"475",47.2413,-122.459,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05
"476",52.08,4.3,0.358121,0.424014,1e-05,0.12736,0.010087,1e-05,0.080388,1e-05
"477",56.5,14.9,0.601525,1e-05,1e-05,1e-05,0.398415,1e-05,1e-05,1e-05
"478",41.6639,-83.5553,1e-05,0.32421,0.032205,0.005487,0.046232,0.591835,1e-05,1e-05
"479",41.6639,-83.5553,1e-05,1e-05,1.6e-05,1e-05,1e-05,0.999924,1e-05,1e-05
"480",41.6639,-83.5553,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"481",47.0748,9.9042,1e-05,0.267366,0.034197,1e-05,0.698387,1e-05,1e-05,1e-05
"482",34.43,136.31,0.12424,0.273732,0.029377,0.003171,0.551183,0.018278,1e-05,1e-05
"483",43.2708,-85.2563,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"484",48.0333,7.7667,1e-05,0.430615,1e-05,1e-05,0.568583,0.000752,1e-05,1e-05
"485",52.0918,5.1145,1e-05,0.444457,1e-05,0.004788,0.550705,1e-05,1e-05,1e-05
"486",49.2655,-123.206,1e-05,0.859613,1e-05,0.018327,0.052853,0.020976,0.048201,1e-05
"487",52.0333,5.55,0.16162,0.536714,1e-05,0.04155,0.25747,0.002616,1e-05,1e-05
"488",54.9902,-2.3671,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"489",52.3,21,0.203944,1e-05,1e-05,1e-05,0.486931,1e-05,1e-05,0.309075
"490",52.3,30,0.138925,0.023097,1e-05,1e-05,0.63855,0.005567,1e-05,0.193831
"491",52.6,10.0667,0.155957,0.26895,1e-05,0.004305,0.510096,0.041519,1e-05,0.019153
"492",47.9299,10.8134,1e-05,0.191146,1e-05,1e-05,0.806244,0.002561,1e-05,1e-05
"493",54.6833,25.3167,0.190461,1e-05,1e-05,0.008919,0.553379,1e-05,0.024627,0.222584
"494",49.7878,9.9361,0.204471,0.444106,0.001039,1e-05,0.309069,0.038364,1e-05,0.002931
"495",37.45,-119.35,0.121862,0.337447,1e-05,0.025853,1e-05,0.514798,1e-05,1e-05
"496",47.3667,8.55,0.071696,0.57426,0.137625,1e-05,0.164643,0.047577,0.00418,1e-05
"497",47.3667,8.55,0.022816,0.490659,1e-05,0.001173,0.438709,1e-05,1e-05,0.046613
"498",50.3058,8.32213,1e-05,0.518613,1e-05,1e-05,0.481327,1e-05,1e-05,1e-05
"499",49.2,16.6166,1e-05,1e-05,1e-05,1e-05,0.96169,0.015652,1e-05,0.022607
"501",48.6167,6.25,1e-05,0.579997,1e-05,1e-05,0.403646,0.016307,1e-05,1e-05
"503",49,15,0.032355,0.391093,1e-05,0.067231,0.504912,0.004379,1e-05,1e-05
"505",41.767,-72.677,1e-05,1e-05,1e-05,1e-05,1.6e-05,0.999924,1e-05,1e-05
"506",41.7302,-71.2825,1e-05,0.18798,1e-05,1e-05,0.795517,0.016453,1e-05,1e-05
"507",41.5609,-86.4251,0.059586,0.547936,1e-05,1e-05,0.392428,1e-05,1e-05,1e-05
"508",41.5609,-86.4251,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"509",55.58,14.334,0.879112,0.063458,1e-05,0.05708,1e-05,0.000309,1e-05,1e-05
"510",55.58,14.334,0.81914,0.05168,1e-05,0.110641,1e-05,0.018498,1e-05,1e-05
"511",49.38,16.81,0.047454,1e-05,1e-05,1e-05,0.952486,1e-05,1e-05,1e-05
"512",49.38,16.81,1e-05,0.003194,1e-05,1e-05,0.996746,1e-05,1e-05,1e-05
"513",42.0945,-86.3253,0.046193,0.297693,1e-05,1e-05,0.193724,0.46235,1e-05,1e-05
"514",42.036,-86.511,1e-05,0.666154,1e-05,1e-05,1e-05,0.333786,1e-05,1e-05
"515",42.0333,-86.5128,1e-05,0.376965,1e-05,1e-05,1e-05,0.622975,1e-05,1e-05
"516",42.0333,-86.5128,1e-05,0.377372,1e-05,1e-05,1e-05,0.622568,1e-05,1e-05
"517",42.093,-86.359,0.012661,0.015619,1e-05,1e-05,0.05609,0.91559,1e-05,1e-05
"518",42.093,-86.359,1e-05,1e-05,1.3e-05,1e-05,1e-05,0.999927,1e-05,1e-05
"519",41.273,-86.625,1e-05,0.364626,1e-05,0.002622,0.276349,0.3105,0.045874,1e-05
"520",41.273,-86.625,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"521",41.273,-86.625,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"522",42.0945,-86.3253,1e-05,0.179699,1e-05,1e-05,0.423908,0.396343,1e-05,1e-05
"523",42.0945,-86.3253,1e-05,0.772377,1e-05,1e-05,1e-05,0.227563,1e-05,1e-05
"524",41.3423,-86.7368,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"525",41.3423,-86.7368,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"526",41.3423,-86.7368,0.02127,0.291635,1e-05,0.013728,0.103764,0.542277,0.027304,1e-05
"527",42.036,-86.511,1e-05,0.453697,1e-05,1e-05,1e-05,0.546243,1e-05,1e-05
"528",42.036,-86.511,1e-05,0.532335,1e-05,1e-05,1e-05,0.467605,1e-05,1e-05
"529",49,2,1e-05,0.978071,1e-05,0.011137,1e-05,0.010741,1e-05,1e-05
"530",56.0328,14.775,0.475382,0.04408,1e-05,0.134359,0.344226,1e-05,0.001922,1e-05
"531",62.7989,17.9103,1e-05,0.026608,1e-05,0.973332,1e-05,1e-05,1e-05,1e-05
"532",56.68,16.5,0.497837,0.071702,1e-05,0.128673,0.265019,1e-05,0.014696,0.022052
"533",56.3,16,0.579681,0.032114,1e-05,0.031991,0.341482,0.005065,1e-05,0.009646
"534",41.1876,-87.1923,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
