"","V1","V2","V3","V4","V5","tg_ecotypeid","latitude","longitude"
"345",0.013558,1e-05,0.013818,1e-05,0.972603,6951,49.42,16.36
"346",1e-05,1e-05,1e-05,1e-05,0.99996,6956,49.42,16.36
"347",0.00321,1e-05,1e-05,1e-05,0.99676,6957,49.42,16.36
"348",1e-05,1e-05,0.722561,0.026845,0.250575,6958,46,3.3
"349",1e-05,0.014604,0.82107,0.07812,0.086196,6959,48.5,-1.41
"350",1e-05,0.021313,0.854752,0.041958,0.081967,6960,48.5,-1.41
"351",1e-05,1e-05,0.99996,1e-05,1e-05,6961,38.3333,-3.53333
"352",0.99996,1e-05,1e-05,1e-05,1e-05,6963,38.35,68.48
"353",1e-05,1e-05,0.965163,0.034807,1e-05,6966,51.4083,-0.6383
"354",1e-05,1e-05,0.489895,0.042312,0.467774,6967,51.4083,-0.6383
"355",0.183995,0.638953,1e-05,0.009338,0.167703,6968,60,23.5
"356",0.199616,0.64892,1e-05,0.000182,0.151272,6969,60,23.5
"357",1e-05,0.026992,0.972978,1e-05,1e-05,6970,41.7194,2.93056
"358",1e-05,0.002017,0.997953,1e-05,1e-05,6971,41.7194,2.93056
"359",0.0345,0.042846,0.222436,0.06649,0.633728,6973,56.0648,13.9707
"360",0.02138,0.071267,1e-05,0.008884,0.898459,6974,56.0648,13.9707
"361",0.008813,1e-05,0.00349,1e-05,0.987676,6975,48.3,14.45
"362",0.026259,1e-05,0.047883,1e-05,0.925838,6976,48.3,14.45
"363",1e-05,1e-05,0.336151,0.016478,0.647351,6979,47.25,8.26
"364",0.142523,1e-05,1e-05,0.016896,0.840561,6981,52.3,30
"365",1e-05,1e-05,0.27655,0.014066,0.709364,6982,52.3,9.3
"366",1e-05,1e-05,1e-05,1e-05,0.99996,6984,49.3853,16.2544
"367",1e-05,1e-05,0.994627,0.005343,1e-05,6986,57.1539,-2.2207
"368",1e-05,1e-05,0.203684,0.004675,0.791621,6987,48.0683,7.62551
"369",1e-05,1e-05,0.973602,0.026368,1e-05,6989,54.8,-2.4333
"370",1e-05,1e-05,1e-05,0.005614,0.994356,6990,53.448,5.73
"371",1e-05,1e-05,0.517505,0.009816,0.47266,6992,50.3,5.3
"372",1e-05,1e-05,0.487306,0.023642,0.489032,6997,51.8333,5.5833
"373",0.01386,1e-05,0.143932,0.021655,0.820543,7000,50.9167,9.57073
"374",1e-05,0.010549,0.339946,0.022607,0.626888,7002,51.3333,6.1
"375",1e-05,1e-05,0.356264,0.005735,0.637982,7003,47.5,7.5
"376",1e-05,0.016586,0.498498,0.042545,0.442361,7008,52,5.675
"377",1e-05,1e-05,1e-05,1e-05,0.99996,7013,52.4584,13.287
"378",1e-05,1e-05,0.319776,0.061512,0.618691,7014,56.5459,-4.79821
"379",0.042527,1e-05,0.131787,1e-05,0.825666,7025,44.5041,11.3396
"380",0.002695,1e-05,0.857045,1e-05,0.14024,7026,54.4,-3.2667
"381",1e-05,1e-05,0.259981,0.016179,0.72382,7028,49.5166,9.3166
"382",1e-05,1e-05,0.198336,1e-05,0.801634,7031,50.0167,8.6667
"383",1e-05,1e-05,1e-05,0.99996,1e-05,7033,41.3599,-122.755
"384",1e-05,1e-05,0.228508,0.012571,0.758901,7036,50.5,9.5
"385",1e-05,0.363671,0.33819,0.098284,0.199845,7058,54.1,-6.2
"386",1e-05,0.299955,0.44238,0.080177,0.177478,7061,53.2699,-1.64293
"387",1e-05,1e-05,0.384661,0.058911,0.556408,7062,50.2981,8.26607
"388",0.007301,0.53143,0.435157,0.026102,1e-05,7063,29.2144,-13.4811
"389",1e-05,1e-05,0.990717,0.009253,1e-05,7064,51.3,1.1
"390",0.018582,1e-05,1e-05,0.02425,0.957148,7067,37.3,15
"391",1e-05,1e-05,0.720129,1e-05,0.279841,7068,42,12.1
"392",1e-05,1e-05,0.769178,0.019556,0.211246,7071,48.0717,1.33867
"393",0.569909,1e-05,1e-05,1e-05,0.430061,7072,53.7502,34.7361
"394",0.023619,0.003351,0.864712,0.008162,0.100157,7077,40.12,-8.25
"395",1e-05,0.005023,0.994947,1e-05,1e-05,7081,40.2077,-8.42639
"396",1e-05,0.009682,0.921848,0.040068,0.028393,7092,49.416,2.823
"397",1e-05,1e-05,0.126408,0.014774,0.858799,7094,49.8724,8.65081
"398",0.181413,1e-05,1e-05,1e-05,0.818557,7096,47.3239,5.04278
"399",1e-05,1e-05,0.249764,0.081275,0.668941,7102,50.7224,8.2372
"400",1e-05,1e-05,1e-05,1e-05,0.99996,7103,49.4167,16.2667
"401",1e-05,1e-05,1e-05,1e-05,0.99996,7106,51.051,13.7336
"402",1e-05,1e-05,0.99996,1e-05,1e-05,7107,54.7761,-1.5733
"403",1e-05,1e-05,0.995992,0.003978,1e-05,7109,51.3,0.5
"404",1e-05,0.098402,0.439087,0.089855,0.372646,7111,55.9494,-3.16028
"405",1e-05,1e-05,0.199539,0.049353,0.751088,7117,51.5105,9.68253
"406",1e-05,1e-05,0.080012,0.037315,0.882652,7119,50,8.5
"407",0.021397,1e-05,1e-05,1e-05,0.978573,7120,50,8.5
"408",0.001265,1e-05,0.360185,0.01938,0.619159,7125,49.5955,11.0087
"409",0.303931,0.213411,1e-05,0.024437,0.458211,7126,60.1997,24.5682
"410",0.142544,1e-05,0.357244,1e-05,0.500192,7127,58.6656,24.9871
"411",1e-05,1e-05,0.827957,0.000757,0.171266,7130,44.6447,2.56481
"412",1e-05,0.008343,0.357546,0.035138,0.598963,7133,50.1102,8.6822
"413",1e-05,0.181349,0.318455,0.062831,0.437355,7138,50.5,8.0167
"414",0.035894,0.008814,0.243501,0.077564,0.634226,7143,51.0167,5.86667
"415",0.010971,0.030809,0.083101,0.035473,0.839646,7147,50.584,8.67825
"416",0.029039,1e-05,0.113736,1e-05,0.857205,7158,47,15.5
"417",1e-05,1e-05,1e-05,0.99996,1e-05,7160,43.178,-85.2532
"418",1e-05,1e-05,0.091923,0.056381,0.851676,7161,53.5,10.5
"419",0.01753,1e-05,0.30617,0.037639,0.638651,7162,52.24,9.44
"420",0.039719,1e-05,0.273143,0.091945,0.595184,7163,52.3721,9.73569
"421",0.012447,0.036003,0.0686,0.012827,0.870122,7164,55.675,12.5686
"422",1e-05,0.033126,0.084706,0.025176,0.856982,7165,51.3472,8.28844
"423",1e-05,0.014203,0.230447,0.055923,0.699418,7169,54.4175,9.88682
"424",0.002397,1e-05,1e-05,1e-05,0.997573,7177,49,15
"425",0.038266,0.017198,0.119313,1e-05,0.825214,7181,50.927,11.587
"426",0.99996,1e-05,1e-05,1e-05,1e-05,7183,35,77
"427",0.345784,1e-05,1e-05,1e-05,0.654186,7186,54.8969,23.8924
"428",1e-05,1e-05,0.136161,0.083152,0.780667,7192,55.6395,-5.66364
"429",1e-05,1e-05,0.147926,1e-05,0.852044,7199,50.95,6.9666
"430",1e-05,1e-05,0.182711,1e-05,0.817259,7202,50.1797,8.50861
"431",1e-05,1e-05,1e-05,1e-05,0.99996,7203,49.631,11.5722
"432",1e-05,1e-05,1e-05,1e-05,0.99996,7207,35.0085,135.752
"433",1e-05,1e-05,0.467802,0.028305,0.503874,7208,55.6739,-3.78181
"434",0.170148,1e-05,1e-05,1e-05,0.829822,7209,52.7333,15.2333
"435",0.18153,1e-05,1e-05,1e-05,0.81844,7213,47.984,10.8719
"436",1e-05,0.004226,0.851948,0.011554,0.132262,7217,48,0.5
"437",0.22544,1e-05,0.152588,0.000324,0.621638,7218,52.1611,4.49015
"438",0.008596,1e-05,1e-05,1e-05,0.991374,7223,50.3833,8.0666
"439",1e-05,1e-05,0.234654,0.042366,0.72296,7231,50.3833,8.0666
"441",0.015593,0.027222,0.436621,0.005534,0.51503,7244,50.001,8.26664
"442",1e-05,1e-05,1e-05,0.99996,1e-05,7248,41.3923,-70.6652
"443",0.030935,1e-05,0.124438,0.038727,0.80589,7250,51.9183,10.1138
"444",1e-05,1e-05,0.244199,0.020377,0.735404,7255,50.95,20.5
"445",1e-05,1e-05,0.198104,0.031096,0.770779,7258,50.5,8.5
"446",0.038055,1e-05,0.102292,0.022001,0.837642,7268,52.6969,10.981
"447",0.000324,1e-05,1e-05,1e-05,0.999646,7273,51.0581,13.2995
"448",1e-05,1e-05,0.175031,0.041035,0.783914,7276,50.2,8.5833
"449",0.006009,0.096117,0.239497,0.028586,0.62979,7280,53.1667,8.2
"450",1e-05,1e-05,0.143887,0.042762,0.813331,7282,50.3827,8.01161
"451",1e-05,1e-05,0.138524,0.059275,0.802181,7287,53.3422,8.42255
"452",1e-05,0.042799,1e-05,0.030885,0.926296,7288,60.385543,6.193019
"453",1e-05,1e-05,1e-05,0.00285,0.99712,7296,59,29
"454",1e-05,1e-05,0.152995,0.013599,0.833386,7298,47.04,10.51
"455",0.036925,0.002511,0.077763,1e-05,0.882792,7305,53.476,10.6065
"456",1e-05,1e-05,0.941931,0.00584,0.052209,7306,49.2655,-123.206
"457",1e-05,0.013174,0.685202,0.054227,0.247387,7307,48.0653,-2.96591
"458",0.144932,1e-05,1e-05,0.015173,0.839875,7314,54.3512,-3.41697
"459",1e-05,0.041977,0.464187,0.021502,0.472324,7316,51.9667,5.56667
"460",0.014935,1e-05,0.809006,1e-05,0.17604,7319,42,12.1
"461",1e-05,1e-05,0.976685,0.023285,1e-05,7320,49.4424,1.09849
"462",1e-05,1e-05,0.102226,0.052645,0.845109,7322,56.3,34
"463",0.894938,1e-05,1e-05,1e-05,0.105032,7323,49,38.28
"464",1e-05,1e-05,0.977438,1e-05,0.022532,7327,41.7833,3.03333
"465",1e-05,0.035447,0.951551,0.011983,0.001009,7328,41.7833,3.03333
"466",0.000898,0.004945,0.96688,0.012844,0.014433,7332,47,-122.2
"467",0.351061,0.022016,1e-05,0.007048,0.619865,7333,46.5438,11.5614
"468",1e-05,1e-05,0.138791,0.022026,0.839163,7337,50.8738,8.02341
"469",1e-05,0.05411,0.512133,0.042874,0.390873,7342,53.6473,-3.00733
"470",0.030189,0.015263,0.02573,1e-05,0.928808,7343,52.5339,13.181
"471",1e-05,1e-05,0.229559,0.023877,0.746544,7344,47.6667,9.5
"472",1e-05,0.013207,0.107549,0.006033,0.873201,7346,52.6058,11.8558
"473",0.371563,1e-05,1e-05,1e-05,0.628407,7347,52,36
"474",1e-05,1e-05,1e-05,1e-05,0.99996,7349,49.5,14.5
"475",1e-05,1e-05,1e-05,1e-05,0.99996,7350,47.2413,-122.459
"476",1e-05,0.238645,0.423193,0.00291,0.335242,7353,52.08,4.3
"477",0.021783,0.008635,1e-05,1e-05,0.969561,7354,56.5,14.9
"478",1e-05,0.004079,0.333433,0.613669,0.04881,7356,41.6639,-83.5553
"479",1e-05,1e-05,1e-05,0.99996,1e-05,7358,41.6639,-83.5553
"480",1e-05,1e-05,1e-05,0.99996,1e-05,7359,41.6639,-83.5553
"481",1e-05,1e-05,0.208971,1e-05,0.790999,7372,47.0748,9.9042
"482",1e-05,1e-05,0.156594,0.024746,0.81864,7373,34.43,136.31
"483",1e-05,1e-05,1e-05,0.99996,1e-05,7377,43.2708,-85.2563
"484",1e-05,1e-05,0.351417,0.003811,0.644752,7378,48.0333,7.7667
"485",1e-05,1e-05,0.32527,0.005043,0.669667,7382,52.0918,5.1145
"486",1e-05,1e-05,0.838984,0.028603,0.132392,7383,49.2655,-123.206
"487",1e-05,0.025451,0.300461,0.026682,0.647396,7384,52.0333,5.55
"488",1e-05,1e-05,0.979908,0.020062,1e-05,7387,54.9902,-2.3671
"489",0.338076,1e-05,1e-05,1e-05,0.661894,7394,52.3,21
"490",0.209279,1e-05,1e-05,0.007027,0.783675,7396,52.3,30
"491",0.006129,1e-05,0.065158,0.056627,0.872076,7404,52.6,10.0667
"492",1e-05,1e-05,0.028545,1e-05,0.971425,7411,47.9299,10.8134
"493",0.27779,0.03696,1e-05,1e-05,0.68523,7413,54.6833,25.3167
"494",1e-05,1e-05,0.189257,0.049309,0.761415,7415,49.7878,9.9361
"495",1e-05,0.012154,0.23904,0.532115,0.216681,7416,37.45,-119.35
"496",1e-05,1e-05,0.619255,0.057592,0.323134,7417,47.3667,8.55
"497",0.043843,1e-05,0.370326,1e-05,0.585811,7418,47.3667,8.55
"498",1e-05,1e-05,0.266788,0.004167,0.729025,7419,50.3058,8.32213
"499",0.036795,1e-05,1e-05,0.001542,0.961642,7424,49.2,16.6166
"501",1e-05,1e-05,0.412507,0.021368,0.566106,7430,48.6167,6.25
"503",1e-05,0.041391,0.082203,0.032196,0.8442,7461,49,15
"505",1e-05,1e-05,1e-05,0.99996,1e-05,7475,41.767,-72.677
"506",1e-05,1e-05,0.018419,0.017736,0.963825,7477,41.7302,-71.2825
"507",1e-05,1e-05,0.315178,0.012356,0.672445,7514,41.5609,-86.4251
"508",1e-05,1e-05,1e-05,0.99996,1e-05,7515,41.5609,-86.4251
"509",1e-05,0.263702,1e-05,0.060747,0.675531,7516,55.58,14.334
"510",1e-05,0.34706,1e-05,0.073301,0.579619,7517,55.58,14.334
"511",0.006602,1e-05,1e-05,1e-05,0.993368,7520,49.38,16.81
"512",1e-05,1e-05,1e-05,1e-05,0.99996,7521,49.38,16.81
"513",1e-05,1e-05,0.126209,0.486223,0.387549,7523,42.0945,-86.3253
"514",1e-05,1e-05,0.6045,0.39547,1e-05,7525,42.036,-86.511
"515",1e-05,1e-05,0.335672,0.664298,1e-05,7529,42.0333,-86.5128
"516",1e-05,1e-05,0.336228,0.663742,1e-05,7530,42.0333,-86.5128
"517",1e-05,1e-05,1e-05,0.916722,0.083248,7566,42.093,-86.359
"518",1e-05,1e-05,1e-05,0.99996,1e-05,7568,42.093,-86.359
"519",1e-05,1e-05,0.340015,0.313404,0.346562,7717,41.273,-86.625
"520",1e-05,1e-05,1e-05,0.99996,1e-05,7757,41.273,-86.625
"521",1e-05,1e-05,1e-05,0.99996,1e-05,7767,41.273,-86.625
"522",1e-05,1e-05,0.052645,0.405088,0.542247,7917,42.0945,-86.3253
"523",1e-05,1e-05,0.712762,0.287208,1e-05,7947,42.0945,-86.3253
"524",1e-05,1e-05,1e-05,0.99996,1e-05,8037,41.3423,-86.7368
"525",1e-05,1e-05,1e-05,0.99996,1e-05,8057,41.3423,-86.7368
"526",1e-05,1e-05,0.262446,0.548441,0.189093,8077,41.3423,-86.7368
"527",1e-05,1e-05,0.406729,0.593241,1e-05,8132,42.036,-86.511
"528",1e-05,1e-05,0.485559,0.514411,1e-05,8171,42.036,-86.511
"529",1e-05,0.008419,0.927207,0.035542,0.028822,8214,49,2
"530",1e-05,0.165044,1e-05,0.017506,0.81743,8222,56.0328,14.775
"531",1e-05,0.959033,1e-05,0.002594,0.038354,8227,62.7989,17.9103
"532",0.050043,0.184358,0.016878,1e-05,0.748711,8230,56.68,16.5
"533",0.011156,0.085333,1e-05,0.006866,0.896635,8231,56.3,16
"534",1e-05,1e-05,1e-05,0.99996,1e-05,8233,41.1876,-87.1923
"535",0.037635,0.03394,1e-05,0.043397,0.885019,8234,56.4606,15.8127
"536",0.031303,1e-05,1e-05,1e-05,0.968667,8235,48.8,17.1
"537",1e-05,1e-05,1e-05,1e-05,0.99996,8236,49.33,15.76
"538",1e-05,0.025773,1e-05,0.019392,0.954814,8237,55.8,13.1
"539",1e-05,1e-05,0.138809,0.017318,0.843853,8238,51.15,0.4
"540",0.005546,1e-05,0.354792,0.016481,0.62317,8239,51,7
"541",1e-05,0.063493,0.017198,0.012569,0.906729,8240,55.705,13.196
"542",0.037552,0.021708,1e-05,0.001521,0.939209,8241,55.9473,13.821
"543",0.022956,0.106641,0.083315,0.01091,0.77618,8242,56.1494,15.7884
"544",1e-05,1e-05,0.773991,1e-05,0.225979,8243,43.7703,11.2547
"545",1e-05,1e-05,0.742264,0.033631,0.224085,8244,48.6103,2.3086
"546",1e-05,0.007603,0.143005,0.550596,0.298786,8246,35,-79.18
"547",0.007532,0.015881,1e-05,0.062473,0.914104,8247,56.07,13.74
"548",0.046521,0.127042,0.01724,1e-05,0.809187,8249,57.7,15.8
"549",1e-05,0.041859,0.177223,1e-05,0.780898,8256,56.4,12.9
"550",1e-05,0.135017,1e-05,0.007749,0.857214,8258,56.4,12.9
"551",1e-05,0.137408,1e-05,0.013063,0.849509,8259,56.4,12.9
"552",1e-05,1e-05,0.979755,1e-05,0.020215,8264,41.6833,2.8
"553",1e-05,0.033923,0.066703,0.035365,0.863999,8283,55.76,14.12
"554",1e-05,1e-05,1e-05,1e-05,0.99996,8284,49.4112,16.2815
"555",1e-05,1e-05,1e-05,1e-05,0.99996,8285,49.4112,16.2815
"556",0.003324,1e-05,1e-05,1e-05,0.996646,8290,50,8.5
"557",1e-05,1e-05,0.727376,0.025524,0.24708,8297,46.5,6.08
"558",1e-05,0.003142,1e-05,0.048977,0.947861,8306,56.1,13.74
"559",0.034735,0.027041,0.006107,0.109828,0.82229,8307,56.1,13.74
"560",0.022654,1e-05,0.093412,0.003102,0.880822,8311,47.5,11.5
"561",1e-05,1e-05,0.191155,0.038719,0.770106,8312,50.5,7.5
"562",1e-05,0.024405,1e-05,0.026644,0.948931,8326,56.0328,14.775
"563",0.008685,0.05373,1e-05,0.019067,0.918508,8334,55.71,13.2
"564",1e-05,1e-05,1e-05,1e-05,0.99996,8335,55.71,13.2
"565",1e-05,1e-05,0.781843,1e-05,0.218127,8337,44,12.37
"566",1e-05,0.008569,0.128889,0.047686,0.814846,8343,47.5,1.5
"567",1e-05,0.585161,1e-05,0.068309,0.34651,8351,60.25,18.37
"568",0.703876,1e-05,1e-05,1e-05,0.296094,8354,58,56.3167
"569",1e-05,1e-05,0.99996,1e-05,1e-05,8357,41.5,2.25
"570",1e-05,1e-05,1e-05,1e-05,0.99996,8365,49,16
"571",1e-05,1e-05,0.040378,1e-05,0.959592,8366,50.5,8.5
"572",1e-05,0.034922,1e-05,1e-05,0.965048,8369,55.6942,13.4504
"573",1e-05,0.909505,1e-05,0.002137,0.088338,8376,62.69,18
"574",0.004607,1e-05,1e-05,1e-05,0.995363,8386,58.9,11.2
"575",1e-05,1e-05,0.361163,0.024603,0.614214,8387,59,18
"576",0.312979,1e-05,1e-05,0.000727,0.686275,8419,54.6833,25.3167
"577",1e-05,1e-05,0.234435,1e-05,0.765535,8420,50.0667,8.5333
"578",1e-05,0.041818,1e-05,0.025186,0.932976,8422,56.06,14.29
"579",0.99996,1e-05,1e-05,1e-05,1e-05,8424,35,77
"580",1e-05,1e-05,1e-05,0.070768,0.929202,8426,56.06,13.97
"581",1e-05,1e-05,1e-05,0.103125,0.896845,8427,56.0648,13.9707
"582",1e-05,1e-05,1e-05,0.99996,1e-05,8464,41.6862,-86.8513
"583",1e-05,1.1e-05,1e-05,0.999959,1e-05,8483,41.6862,-86.8513
"584",1e-05,1e-05,1e-05,0.99996,1e-05,8699,42.0945,-86.3253
"585",1e-05,1e-05,1e-05,0.99996,1e-05,8723,42.0945,-86.3253
"586",1e-05,1e-05,0.309251,0.690719,1e-05,9027,42.036,-86.511
"587",1e-05,0.03116,1e-05,0.059554,0.909266,9057,56.1,13.9167
"588",1e-05,0.321701,0.028928,0.041562,0.607799,9058,57.75,16.6333
"589",1e-05,1e-05,0.99996,1e-05,1e-05,9067,38.6536,48.7992
"590",0.016117,1e-05,0.983853,1e-05,1e-05,9069,38.6536,48.7992
"591",1e-05,1e-05,0.99996,1e-05,1e-05,9070,38.6536,48.7992
"592",0.012267,0.012138,0.975575,1e-05,1e-05,9075,38.7406,48.6131
"593",0.014551,1e-05,0.985419,1e-05,1e-05,9078,38.7406,48.6131
"594",0.010298,1e-05,0.989672,1e-05,1e-05,9079,38.7833,48.5517
"595",0.031609,1e-05,0.968361,1e-05,1e-05,9081,38.7833,48.5517
"596",1e-05,1e-05,0.99996,1e-05,1e-05,9084,38.7833,48.5517
"597",1e-05,1e-05,0.99996,1e-05,1e-05,9085,38.7833,48.5517
"598",0.000134,1e-05,0.999836,1e-05,1e-05,9089,38.9522,48.925
"599",0.023101,1e-05,0.976869,1e-05,1e-05,9091,38.9522,48.925
"600",1e-05,1e-05,0.99996,1e-05,1e-05,9095,38.9786,48.5594
"601",0.027894,1e-05,0.972074,1.2e-05,1e-05,9099,38.9786,48.5594
"602",0.051411,1e-05,0.948559,1e-05,1e-05,9100,41.8296,46.2831
"603",0.008681,1e-05,0.991289,1e-05,1e-05,9102,41.8296,46.2831
"604",0.052548,1e-05,0.947422,1e-05,1e-05,9103,41.8296,46.2831
"605",0.038316,1e-05,0.961654,1e-05,1e-05,9104,41.8296,46.2831
"606",0.029181,1e-05,0.970789,1e-05,1e-05,9105,41.8296,46.2831
"607",0.03745,1e-05,0.96252,1e-05,1e-05,9106,41.8296,46.2831
"608",0.067161,0.024474,0.908345,1e-05,1e-05,9111,41.8296,46.2831
"609",0.009134,1e-05,0.990836,1e-05,1e-05,9113,41.8296,46.2831
"610",0.026578,1e-05,0.973392,1e-05,1e-05,9114,41.8296,46.2831
"611",0.01261,1e-05,0.98736,1e-05,1e-05,9115,41.8296,46.2831
"612",0.135453,0.026791,0.813436,1e-05,0.02431,9121,41.7942,43.4767
"613",0.906459,1e-05,1e-05,1e-05,0.093511,9125,40.1408,44.8203
"614",0.99996,1e-05,1e-05,1e-05,1e-05,9128,39.8692,45.3622
"615",0.99996,1e-05,1e-05,1e-05,1e-05,9130,39.8692,45.3622
"616",0.99996,1e-05,1e-05,1e-05,1e-05,9131,39.8692,45.3622
"617",0.99996,1e-05,1e-05,1e-05,1e-05,9133,39.8692,45.3622
"618",0.99996,1e-05,1e-05,1e-05,1e-05,9134,39.8692,45.3622
"619",1e-05,1e-05,0.98384,0.01613,1e-05,9298,55.9681,-3.21833
"620",1e-05,1e-05,0.775035,0.008959,0.215986,9312,57.9,-5.1525
"621",1e-05,1e-05,0.897909,0.05348,0.04859,9314,57.9672,-3.96722
"622",1e-05,0.99996,1e-05,1e-05,1e-05,9321,62.8622,18.336
"623",1e-05,0.99996,1e-05,1e-05,1e-05,9323,62.8622,18.336
"624",1e-05,0.99996,1e-05,1e-05,1e-05,9332,62.8698,18.381
"625",1e-05,0.514585,1e-05,0.057545,0.42785,9336,62.8794,18.4473
"626",1e-05,0.074169,1e-05,0.011322,0.91449,9339,57.7133,15.0689
"627",0.015894,0.356818,0.062129,0.017595,0.547564,9343,57.3089,18.1512
"628",0.054219,0.109724,1e-05,0.040341,0.795706,9352,57.2608,16.3675
"629",0.105821,0.070072,1e-05,0.009578,0.814519,9353,57.2608,16.3675
"630",1e-05,0.99996,1e-05,1e-05,1e-05,9363,62.9147,18.4045
"631",0.019679,0.121986,1e-05,0.018764,0.839562,9369,57.6781,14.9986
"632",0.131486,0.177295,1e-05,1e-05,0.691199,9370,57.6781,14.9986
"633",0.017554,0.982416,1e-05,1e-05,1e-05,9371,63.016,18.3175
"634",1e-05,0.044541,1e-05,0.011772,0.943666,9380,55.7488,13.3742
"635",1e-05,0.401312,1e-05,0.043749,0.554919,9381,55.8106,14.2091
"636",1e-05,0.421223,1e-05,0.001914,0.576843,9382,55.8106,14.2091
"637",1e-05,0.410322,1e-05,0.044425,0.545233,9383,55.8106,14.2091
"638",1e-05,0.99996,1e-05,1e-05,1e-05,9386,62.806,18.1896
"639",1e-05,0.99996,1e-05,1e-05,1e-05,9388,62.806,18.1896
"640",0.227566,1e-05,1e-05,1e-05,0.772404,9390,57.3263,15.8979
"641",0.21057,0.099094,1e-05,1e-05,0.690317,9391,57.3263,15.8979
"642",0.255142,1e-05,1e-05,1e-05,0.744828,9392,57.3263,15.8979
"643",1e-05,0.332793,0.066117,0.046605,0.554475,9394,56.5804,16.4063
"644",1e-05,0.12601,0.1699,0.016508,0.687572,9395,57.5089,15.0105
"645",1e-05,0.053174,1e-05,0.040344,0.906462,9399,55.4234,13.9905
"646",0.027393,0.228793,1e-05,0.023164,0.720639,9402,57.8765,14.8549
"647",1e-05,0.035307,1e-05,1e-05,0.964663,9404,55.7491,13.399
"648",1e-05,0.012644,1e-05,1e-05,0.987326,9405,55.7491,13.399
"649",1e-05,1e-05,1e-05,0.002007,0.997963,9407,55.7491,13.399
"650",1e-05,0.041382,1e-05,0.019044,0.939554,9408,56.047,13.9519
"651",0.01521,0.024153,1e-05,1e-05,0.960617,9409,56.0573,14.302
"652",0.214182,0.146454,1e-05,1e-05,0.639344,9412,57.2746,16.1494
"653",0.239925,0.179348,1e-05,1e-05,0.580708,9413,57.2746,16.1494
"654",1e-05,0.355467,0.058556,0.013493,0.572475,9416,57.7215,18.3837
"655",1e-05,0.087108,1e-05,1e-05,0.912862,9421,55.9745,14.3997
"656",1e-05,0.99996,1e-05,1e-05,1e-05,9427,62.8815,18.4055
"657",1e-05,0.99996,1e-05,1e-05,1e-05,9433,62.9513,18.2763
"658",1e-05,0.023813,1e-05,0.008311,0.967856,9436,56.1633,14.6806
"659",0.00916,0.172004,1e-05,0.000408,0.818417,9437,56.1633,14.6806
"660",1e-05,0.469788,1e-05,0.050116,0.480076,9442,55.5678,14.3398
"661",0.051039,0.076235,1e-05,0.019165,0.853551,9450,57.2545,18.2109
"662",1e-05,0.161212,1e-05,0.012104,0.826664,9451,57.2545,18.2109
"663",1e-05,0.124899,0.090058,0.012242,0.772792,9452,57.2545,18.2109
"664",0.074245,0.174347,0.063061,0.035568,0.652779,9453,57.8009,18.5162
"665",0.023398,0.11287,1e-05,0.042582,0.82114,9454,57.8009,18.5162
"666",0.013087,0.141854,0.053441,0.090857,0.700762,9455,57.8009,18.5162
"667",1e-05,0.10173,0.025512,0.061606,0.811142,9470,57.6511,14.8043
"668",1e-05,0.010684,1e-05,0.009547,0.979749,9471,56.0648,13.9707
"669",1e-05,0.442061,1e-05,0.062917,0.495002,9476,55.5796,14.3336
"670",1e-05,0.063601,1e-05,0.035659,0.900721,9481,55.4242,13.8484
"671",1e-05,0.00878,0.868158,0.04377,0.079282,9503,55.8877,-3.21072
"672",1e-05,0.118296,0.870123,0.011561,1e-05,9506,40.11,-7.47
"673",1e-05,1e-05,0.99996,1e-05,1e-05,9507,38.45,-7.5
"674",1e-05,0.297033,0.702937,1e-05,1e-05,9508,40.04,-7.11
"675",1e-05,0.104212,0.895205,0.000562,1e-05,9509,39.29,-7.4
"676",1e-05,0.10427,0.8957,1e-05,1e-05,9510,38.75,-7.59
"677",1e-05,0.051731,0.937396,0.010852,1e-05,9511,38.53,-8.02
"678",1e-05,0.132278,0.867692,1e-05,1e-05,9512,38.22,-7.84
"679",1e-05,0.271371,0.728599,1e-05,1e-05,9513,38.77,-4.07
"680",1e-05,0.022107,0.971672,0.006201,1e-05,9514,39.15,-4.54
"681",1e-05,1e-05,0.99996,1e-05,1e-05,9515,39.72,-6.89
"682",0.007563,0.021386,0.971032,1e-05,1e-05,9517,42.19,-7.8
"683",1e-05,0.588879,0.411091,1e-05,1e-05,9518,39.88,-0.36
"684",1e-05,1e-05,0.99996,1e-05,1e-05,9519,41.94,2.64
"685",1e-05,0.030239,0.957558,0.012183,1e-05,9520,41.7,-3.68
"686",1e-05,0.068801,0.931169,1e-05,1e-05,9521,41.43,2.13
"687",1e-05,1e-05,0.99996,1e-05,1e-05,9522,36.52,-5.27
"688",1e-05,0.066789,0.930281,0.002911,1e-05,9523,38.37,-2.66
"689",1e-05,0.17338,0.82659,1e-05,1e-05,9524,42.52,-0.56
"690",1e-05,0.388856,0.611114,1e-05,1e-05,9525,42.49,0.54
"691",1e-05,0.056445,0.943525,1e-05,1e-05,9526,41.54,2.39
"692",1e-05,0.129955,0.856507,0.013518,1e-05,9527,40.37,-5.74
"693",1e-05,0.477966,0.522004,1e-05,1e-05,9528,40.94,-1.37
"694",1e-05,0.113144,0.762758,0.003103,0.120985,9529,36.97,-3.36
"695",1e-05,0.421035,0.578935,1e-05,1e-05,9530,38.25,-4.32
