"","V1","V2","tg_ecotypeid","latitude","longitude"
"558",0.926208,0.073792,8306,56.1,13.74
"559",0.880283,0.119717,8307,56.1,13.74
"560",0.988933,0.011067,8311,47.5,11.5
"561",0.937889,0.062111,8312,50.5,7.5
"562",0.969769,0.030231,8326,56.0328,14.775
"563",0.970979,0.029021,8334,55.71,13.2
"564",0.987811,0.012189,8335,55.71,13.2
"565",0.951798,0.048202,8337,44,12.37
"566",0.938652,0.061348,8343,47.5,1.5
"567",0.940569,0.059431,8351,60.25,18.37
"568",0.99999,1e-05,8354,58,56.3167
"569",0.970885,0.029115,8357,41.5,2.25
"570",0.99999,1e-05,8365,49,16
"571",0.992191,0.007809,8366,50.5,8.5
"572",0.970295,0.029705,8369,55.6942,13.4504
"573",0.976685,0.023315,8376,62.69,18
"574",0.995545,0.004455,8386,58.9,11.2
"575",0.961325,0.038675,8387,59,18
"576",0.99022,0.00978,8419,54.6833,25.3167
"577",0.984376,0.015624,8420,50.0667,8.5333
"578",0.954617,0.045383,8422,56.06,14.29
"579",0.99999,1e-05,8424,35,77
"580",0.926159,0.073841,8426,56.06,13.97
"581",0.887799,0.112201,8427,56.0648,13.9707
"582",1e-05,0.99999,8464,41.6862,-86.8513
"583",1e-05,0.99999,8483,41.6862,-86.8513
"584",1e-05,0.99999,8699,42.0945,-86.3253
"585",1e-05,0.99999,8723,42.0945,-86.3253
"586",0.278289,0.721711,9027,42.036,-86.511
"587",0.932642,0.067358,9057,56.1,13.9167
"588",0.942974,0.057026,9058,57.75,16.6333
"589",0.99999,1e-05,9067,38.6536,48.7992
"590",0.994333,0.005667,9069,38.6536,48.7992
"591",0.995979,0.004021,9070,38.6536,48.7992
"592",0.99999,1e-05,9075,38.7406,48.6131
"593",0.990321,0.009679,9078,38.7406,48.6131
"594",0.99999,1e-05,9079,38.7833,48.5517
"595",0.99999,1e-05,9081,38.7833,48.5517
"596",0.99999,1e-05,9084,38.7833,48.5517
"597",0.99999,1e-05,9085,38.7833,48.5517
"598",0.99999,1e-05,9089,38.9522,48.925
"599",0.99999,1e-05,9091,38.9522,48.925
"600",0.99999,1e-05,9095,38.9786,48.5594
"601",0.998155,0.001845,9099,38.9786,48.5594
"602",0.987101,0.012899,9100,41.8296,46.2831
"603",0.99999,1e-05,9102,41.8296,46.2831
"604",0.99999,1e-05,9103,41.8296,46.2831
"605",0.99999,1e-05,9104,41.8296,46.2831
"606",0.988392,0.011608,9105,41.8296,46.2831
"607",0.99999,1e-05,9106,41.8296,46.2831
"608",0.989502,0.010498,9111,41.8296,46.2831
"609",0.99999,1e-05,9113,41.8296,46.2831
"610",0.991643,0.008357,9114,41.8296,46.2831
"611",0.993653,0.006347,9115,41.8296,46.2831
"612",0.993576,0.006424,9121,41.7942,43.4767
"613",0.99999,1e-05,9125,40.1408,44.8203
"614",0.99999,1e-05,9128,39.8692,45.3622
"615",0.99999,1e-05,9130,39.8692,45.3622
"616",0.99999,1e-05,9131,39.8692,45.3622
"617",0.99999,1e-05,9133,39.8692,45.3622
"618",0.99999,1e-05,9134,39.8692,45.3622
"619",0.897087,0.102913,9298,55.9681,-3.21833
"620",0.941128,0.058872,9312,57.9,-5.1525
"621",0.892808,0.107192,9314,57.9672,-3.96722
"622",0.991209,0.008791,9321,62.8622,18.336
"623",0.99999,1e-05,9323,62.8622,18.336
"624",0.990318,0.009682,9332,62.8698,18.381
"625",0.94128,0.05872,9336,62.8794,18.4473
"626",0.974986,0.025014,9339,57.7133,15.0689
"627",0.97277,0.02723,9343,57.3089,18.1512
"628",0.945178,0.054822,9352,57.2608,16.3675
"629",0.980948,0.019052,9353,57.2608,16.3675
"630",0.99999,1e-05,9363,62.9147,18.4045
"631",0.97129,0.02871,9369,57.6781,14.9986
"632",0.985546,0.014454,9370,57.6781,14.9986
"633",0.99999,1e-05,9371,63.016,18.3175
"634",0.959828,0.040172,9380,55.7488,13.3742
"635",0.946598,0.053402,9381,55.8106,14.2091
"636",0.988338,0.011662,9382,55.8106,14.2091
"637",0.944425,0.055575,9383,55.8106,14.2091
"638",0.996731,0.003269,9386,62.806,18.1896
"639",0.991644,0.008356,9388,62.806,18.1896
"640",0.99999,1e-05,9390,57.3263,15.8979
"641",0.998321,0.001679,9391,57.3263,15.8979
"642",0.997994,0.002006,9392,57.3263,15.8979
"643",0.944692,0.055308,9394,56.5804,16.4063
"644",0.959173,0.040827,9395,57.5089,15.0105
"645",0.940085,0.059915,9399,55.4234,13.9905
"646",0.970562,0.029438,9402,57.8765,14.8549
"647",0.973005,0.026995,9404,55.7491,13.399
"648",0.999796,0.000204,9405,55.7491,13.399
"649",0.995334,0.004666,9407,55.7491,13.399
"650",0.956438,0.043562,9408,56.047,13.9519
"651",0.980585,0.019415,9409,56.0573,14.302
"652",0.99999,1e-05,9412,57.2746,16.1494
"653",0.99999,1e-05,9413,57.2746,16.1494
"654",0.97243,0.02757,9416,57.7215,18.3837
"655",0.991034,0.008966,9421,55.9745,14.3997
"656",0.983087,0.016913,9427,62.8815,18.4055
"657",0.997609,0.002391,9433,62.9513,18.2763
"658",0.980455,0.019545,9436,56.1633,14.6806
"659",0.966104,0.033896,9437,56.1633,14.6806
"660",0.939367,0.060633,9442,55.5678,14.3398
"661",0.973522,0.026478,9450,57.2545,18.2109
"662",0.984781,0.015219,9451,57.2545,18.2109
"663",0.98587,0.01413,9452,57.2545,18.2109
"664",0.956525,0.043475,9453,57.8009,18.5162
"665",0.95467,0.04533,9454,57.8009,18.5162
"666",0.898891,0.101109,9455,57.8009,18.5162
"667",0.923132,0.076868,9470,57.6511,14.8043
"668",0.973292,0.026708,9471,56.0648,13.9707
"669",0.924735,0.075265,9476,55.5796,14.3336
"670",0.947205,0.052795,9481,55.4242,13.8484
"671",0.899356,0.100644,9503,55.8877,-3.21072
"672",0.961572,0.038428,9506,40.11,-7.47
"673",0.962662,0.037338,9507,38.45,-7.5
"674",0.99999,1e-05,9508,40.04,-7.11
"675",0.955336,0.044664,9509,39.29,-7.4
"676",0.976781,0.023219,9510,38.75,-7.59
"677",0.968055,0.031945,9511,38.53,-8.02
"678",0.976603,0.023397,9512,38.22,-7.84
"679",0.99999,1e-05,9513,38.77,-4.07
"680",0.978542,0.021458,9514,39.15,-4.54
"681",0.988874,0.011126,9515,39.72,-6.89
"682",0.957671,0.042329,9517,42.19,-7.8
"683",0.992742,0.007258,9518,39.88,-0.36
"684",0.984086,0.015914,9519,41.94,2.64
"685",0.960274,0.039726,9520,41.7,-3.68
"686",0.984001,0.015999,9521,41.43,2.13
"687",0.991037,0.008963,9522,36.52,-5.27
"688",0.960612,0.039388,9523,38.37,-2.66
"689",0.967419,0.032581,9524,42.52,-0.56
"690",0.981432,0.018568,9525,42.49,0.54
"691",0.96846,0.03154,9526,41.54,2.39
"692",0.967835,0.032165,9527,40.37,-5.74
"693",0.992126,0.007874,9528,40.94,-1.37
"694",0.961227,0.038773,9529,36.97,-3.36
"695",0.99999,1e-05,9530,38.25,-4.32
"696",0.972865,0.027135,9531,41.21,-4.54
"697",0.977864,0.022136,9532,42.23,-4.64
"698",0.99999,1e-05,9533,41.15,-4.32
"699",0.99999,1e-05,9534,40.05,-4.65
"700",0.982725,0.017275,9535,42.31,3.19
"701",0.981374,0.018626,9536,40.83,-2
"702",0.969903,0.030097,9537,38.07,-6.66
"703",0.987545,0.012455,9539,40.29,-6.67
"704",0.970002,0.029998,9540,41.81,2.34
"705",0.969719,0.030281,9541,38.26,-5.42
"706",0.986013,0.013987,9542,40.79,-4.05
"707",0.9994,6e-04,9543,36.77,-5.39
"708",0.999055,0.000945,9544,39.4,-5.33
"709",0.99999,1e-05,9545,39.4,-5.78
"710",0.959671,0.040329,9546,40.82,-1.68
"711",0.9941,0.0059,9547,41.67,2.62
"712",0.989408,0.010592,9548,40.4,-5
"713",0.992788,0.007212,9549,42.23,-3.69
"714",0.986003,0.013997,9550,43.05,-5.37
"715",0.979448,0.020552,9551,42.28,-5.92
"716",0.994988,0.005012,9552,40.87,-4.5
"717",0.997886,0.002114,9553,41.58,-4.71
"718",0.996928,0.003072,9554,38.86,-3.16
"719",0.99999,1e-05,9555,39.58,-3.93
"720",0.987669,0.012331,9556,39.66,-4.34
"721",0.986053,0.013947,9557,42.46,0.7
"722",0.985501,0.014499,9558,41.57,-5.64
"723",0.982146,0.017854,9559,38.06,-4.38
"724",0.986838,0.013162,9560,38.19,-6.24
"725",0.975869,0.024131,9561,40.71,-5.04
"726",0.984569,0.015431,9562,41.67,2
"727",0.971557,0.028443,9564,40.45,-1.6
"728",0.94764,0.05236,9565,42.97,-1.23
"729",0.976799,0.023201,9567,42.34,1.3
"730",0.99999,1e-05,9568,42.76,-0.23
"731",0.966192,0.033808,9569,42.87,-6.45
"732",0.976033,0.023967,9571,43.28,-6.01
"733",0.955142,0.044858,9573,41.86,2.99
"734",0.986774,0.013226,9574,38.6,-2.7
"735",0.978402,0.021598,9576,40.86,-4.11
"736",0.963177,0.036823,9577,42.34,2.17
"737",0.987563,0.012437,9578,42.13,-6.7
"738",0.989776,0.010224,9579,38.33,-3.51
"739",0.998342,0.001658,9581,42.84,-5.12
"740",0.984329,0.015671,9582,41.48,-1.63
"741",0.99999,1e-05,9583,37.09,-3.38
"742",0.958712,0.041288,9584,41.19,-3.58
"743",0.964672,0.035328,9585,43.4,-7.39
"744",0.987469,0.012531,9586,41.03,-3.27
"745",0.935025,0.064975,9587,41.5,-1.88
"746",0.972286,0.027714,9588,42.11,0.6
"747",0.955234,0.044766,9589,41.6,-2.83
"748",0.931322,0.068678,9590,43.37,-5.49
"749",0.965112,0.034888,9591,42.86,-3.59
"750",0.949108,0.050892,9592,42.1,-5.44
"751",0.986691,0.013309,9593,42.26,-2.99
"752",0.985858,0.014142,9594,42.04,1.01
"753",0.985145,0.014855,9595,40.89,-5.5
"754",0.988023,0.011977,9596,41.95,-7.45
"755",0.973544,0.026456,9597,42.31,-2.53
"756",0.99999,1e-05,9598,41.88,-6.51
"757",0.991291,0.008709,9599,42.8,-5.77
"758",0.99999,1e-05,9600,39.85,-6.04
"759",0.955998,0.044002,9601,41.85,-1.88
"760",0.975912,0.024088,9602,40.5,-3.96
"761",0.99999,1e-05,9606,31.48,-7.45
"762",0.99999,1e-05,9607,53.05,52.15
"763",0.99999,1e-05,9608,51.37,59.44
"764",0.99999,1e-05,9609,51.41,59.98
"765",0.99999,1e-05,9610,53.04,51.96
"766",0.99999,1e-05,9611,53.04,51.9
"767",0.99999,1e-05,9612,53.04,51.94
"768",0.992942,0.007058,9613,55.36,61.41
"769",0.99999,1e-05,9615,52.99,52.16
"770",0.99999,1e-05,9616,53.06,51.96
"771",0.99999,1e-05,9617,51.37,59.44
"772",0.99999,1e-05,9619,51.84,79.48
"773",0.99999,1e-05,9620,51.82,79.48
"774",0.99999,1e-05,9621,51.84,79.46
"775",0.99999,1e-05,9622,52.52,85.27
"776",0.99999,1e-05,9624,53.6,79.37
"777",0.99999,1e-05,9625,51.31,82.59
"778",0.99999,1e-05,9626,51.36,82.59
"779",0.99999,1e-05,9627,51.32,82.55
"780",0.99999,1e-05,9628,51.33,82.54
"781",0.99999,1e-05,9629,51.35,82.18
"782",0.99999,1e-05,9630,51.34,82.16
"783",0.99999,1e-05,9631,51.65,80.79
"784",0.99999,1e-05,9632,51.67,80.82
"785",0.99999,1e-05,9633,51.63,80.83
"786",0.99999,1e-05,9634,54.13,81.31
"787",0.99999,1e-05,9635,51.87,80.6
"788",0.99999,1e-05,9636,51.75,80.82
"789",0.99999,1e-05,9637,51.77,80.85
"790",0.99999,1e-05,9638,51.73,80.86
"791",0.99999,1e-05,9639,53.82,80.31
"792",0.99999,1e-05,9640,51.87,80.06
"793",0.99999,1e-05,9641,51.9,80.06
"794",0.99999,1e-05,9642,51.84,80.06
"795",0.99999,1e-05,9643,52.1,79.31
"796",0.991826,0.008174,9644,45.07,18.72
"797",0.99999,1e-05,9645,45.17,18.7
"798",0.977223,0.022777,9646,39.126899,16.170188
"799",0.993479,0.006521,9647,40.37,16.77
"800",0.994291,0.005709,9648,39.48,16.28
"801",0.983632,0.016368,9649,39.13,16.17
"802",0.991285,0.008715,9651,40.68,14.87
"803",0.962739,0.037261,9653,38.44,16.13
"804",0.99999,1e-05,9655,38.92,16.47
"805",0.999473,0.000527,9656,40.64,17.31
"806",0.995578,0.004422,9657,38.45,16.04
"807",0.99999,1e-05,9658,38.97,16.34
"808",0.961269,0.038731,9659,41.18,14.18
"809",0.951619,0.048381,9660,40.84,14.57
"810",0.99999,1e-05,9661,39.58,16.21
"811",0.980667,0.019333,9663,41.33,14.09
"812",0.99999,1e-05,9664,46.366,11.2832
"813",0.99999,1e-05,9665,46.366,11.2832
"814",0.99999,1e-05,9666,46.366,11.2832
"815",0.99999,1e-05,9667,46.366,11.2832
"816",0.99999,1e-05,9668,46.3668,11.2837
"817",0.99999,1e-05,9669,46.3668,11.2837
"818",0.99999,1e-05,9670,46.3668,11.2837
"819",0.99999,1e-05,9671,46.3668,11.2837
"820",0.994409,0.005591,9672,46.3668,11.2837
"821",0.99999,1e-05,9673,46.3668,11.2837
"822",0.99999,1e-05,9676,46.3718,11.2866
"823",0.99999,1e-05,9677,46.3718,11.2866
"824",0.995324,0.004676,9678,46.3718,11.2866
"825",0.99999,1e-05,9679,46.3378,11.2928
"826",0.99999,1e-05,9680,46.3378,11.2928
"827",0.99999,1e-05,9681,46.3378,11.2928
"828",0.99999,1e-05,9682,46.3378,11.2928
"829",0.99999,1e-05,9683,46.3378,11.2928
"830",0.99999,1e-05,9684,46.3378,11.2928
"831",0.99999,1e-05,9685,46.3378,11.2928
"832",0.99999,1e-05,9686,46.3378,11.2928
"833",0.99999,1e-05,9687,46.3378,11.2928
"834",0.99999,1e-05,9689,46.3378,11.2928
"835",0.99999,1e-05,9690,46.3378,11.2928
"836",0.99999,1e-05,9691,46.3378,11.2928
"837",0.99999,1e-05,9692,46.3378,11.2928
"838",0.99999,1e-05,9693,46.3378,11.2928
"839",0.99999,1e-05,9694,46.3378,11.2928
"840",0.991132,0.008868,9695,46.3378,11.2928
"841",0.99999,1e-05,9696,46.3378,11.2928
"842",0.99999,1e-05,9697,41.62,23.94
"843",0.99999,1e-05,9698,41.57,23.85
"844",0.999178,0.000822,9699,41.37,23.14
"845",0.99999,1e-05,9700,42.32,23.1
"846",0.99999,1e-05,9701,43.7,25.91
"847",0.992784,0.007216,9703,41.53,23.39
"848",0.99999,1e-05,9704,41.53,23.39
"849",0.996184,0.003816,9705,41.5,23.33
"850",0.99999,1e-05,9706,41.64,24.18
"851",0.99999,1e-05,9707,41.57,24.84
"852",0.988229,0.011771,9708,41.62,25.35
"853",0.99999,1e-05,9709,41.85,23.13
"854",0.99999,1e-05,9710,41.85,23.13
"855",0.99999,1e-05,9711,42.32,23.1
"856",0.99999,1e-05,9712,42.32,23.1
"857",0.991943,0.008057,9713,42.49,25.61
"858",0.990212,0.009788,9714,41.84,25.75
"859",0.99999,1e-05,9716,41.54,24.98
"860",0.987972,0.012028,9717,41.66,25.47
"861",0.977586,0.022414,9718,41.55,24.75
"862",0.99999,1e-05,9719,41.83,25.69
"863",0.975384,0.024616,9720,41.77,25.68
"864",0.988347,0.011653,9721,42.72,25.33
"865",0.986931,0.013069,9722,41.71,24.41
"866",0.99999,1e-05,9723,41.42,23.67
"867",0.99999,1e-05,9725,37.6,23.08
"868",0.994435,0.005565,9726,37.07,22.04
"869",0.99999,1e-05,9727,37.63,21.62
"870",0.99999,1e-05,9728,48.46,18.9
"871",0.99999,1e-05,9729,48.46,18.9
"872",0.99999,1e-05,9730,48.47,18.94
"873",0.99999,1e-05,9731,48.46,18.9
"874",0.99999,1e-05,9732,48.47,18.96
"875",0.99999,1e-05,9733,48.47,18.94
"876",0.993507,0.006493,9735,48.47,18.94
"877",0.99999,1e-05,9736,44.69,25.17
"878",0.99999,1e-05,9737,45.95,22.62
"879",0.99999,1e-05,9738,45.57,25.42
"880",0.999508,0.000492,9739,46.01,22.33
"881",0.99999,1e-05,9741,45.84,23.16
"882",0.997358,0.002642,9743,45.14,25
"883",0.99999,1e-05,9744,47.16,27.59
"884",0.99999,1e-05,9745,41.45,70.05
"885",0.993574,0.006426,9747,44.38,21.22
"886",0.99999,1e-05,9748,44.23,21.71
"887",0.990329,0.009671,9749,43.54,22.29
"888",0.993371,0.006629,9754,44.66,21.37
"889",0.979628,0.020372,9755,44.56,22.56
"890",0.99999,1e-05,9756,44.3,21.08
"891",0.996355,0.003645,9757,44.3,21.08
"892",0.99999,1e-05,9758,47.75,88.4
"893",0.99999,1e-05,9759,37.47,49.47
"894",0.994353,0.005647,9761,33.92,35.7
"895",0.996776,0.003224,9762,37.69,14.98
"896",0.99999,1e-05,9764,34.1,35.84
"897",0.99999,1e-05,9766,42.26,74.16
"898",0.99999,1e-05,9768,48.57,9.16
"899",0.99999,1e-05,9769,48.55,8.99
"900",0.983272,0.016728,9770,48.53,9.01
"901",0.99999,1e-05,9771,48.56,9.11
"902",0.9797,0.0203,9772,48.41,8.85
"903",0.985031,0.014969,9774,48.59,9.22
"904",0.987117,0.012883,9775,48.41,8.79
"905",0.989339,0.010661,9776,48.43,8.79
"906",0.99999,1e-05,9777,48.57,9.17
"907",0.971978,0.028022,9778,48.41,8.84
"908",0.970094,0.029906,9779,48.5,8.78
"909",0.969974,0.030026,9780,48.43,8.79
"910",0.992058,0.007942,9781,48.52,9.11
"911",0.99999,1e-05,9782,48.53,9.09
"912",0.946068,0.053932,9783,48.52,9.05
"913",0.982838,0.017162,9784,48.5,8.8
"914",0.96698,0.03302,9785,48.54,9.02
"915",0.97274,0.02726,9786,48.54,9.01
"916",0.990995,0.009005,9787,48.5,9
"917",0.978397,0.021603,9788,48.53,9.01
"918",0.973072,0.026928,9789,48.39,8.96
"919",0.987322,0.012678,9790,48.58,9.18
"920",0.973289,0.026711,9791,48.6,9.2
"921",0.99999,1e-05,9792,48.54,9.09
"922",0.99999,1e-05,9793,48.57,9.16
"923",0.991089,0.008911,9794,48.52,9.08
"924",0.969896,0.030104,9795,48.5,9.11
"925",0.987018,0.012982,9796,48.41,8.84
"926",0.986757,0.013243,9797,48.54,9.02
"927",0.988152,0.011848,9798,48.54,9.01
"928",0.96357,0.03643,9799,48.39,8.85
"929",0.983902,0.016098,9800,48.54,9.01
"930",0.99999,1e-05,9801,48.54,9.01
"931",0.980343,0.019657,9802,48.51,9.11
"932",0.979655,0.020345,9803,48.42,8.76
"933",0.990332,0.009668,9804,48.45,8.87
"934",0.964147,0.035853,9805,48.54,9.09
"935",0.965987,0.034013,9806,48.56,9.16
"936",0.993494,0.006506,9807,48.6,9.22
"937",0.956119,0.043881,9808,48.52,9.08
"938",0.89685,0.10315,9809,48.52,9.05
"939",0.973645,0.026355,9810,48.53,9.07
"940",0.99999,1e-05,9811,48.52,9.05
"941",0.975926,0.024074,9812,48.52,9.03
"942",0.99999,1e-05,9813,48.4,8.77
"943",0.99999,1e-05,9814,48.42,8.79
"944",0.98801,0.01199,9815,48.54,9.02
"945",0.97959,0.02041,9816,48.55,9.06
"946",0.993526,0.006474,9817,39.84,-6.6
"947",0.99999,1e-05,9819,42.35,-3.03
"948",0.990874,0.009126,9820,41,-4.71
"949",0.982568,0.017432,9821,41.81,2.49
"950",0.988517,0.011483,9822,40.52,-4.02
"951",0.952608,0.047392,9823,43.34,-5.84
"952",0.995902,0.004098,9824,42.91,-4.91
"953",0.98992,0.01008,9825,40.4,-3.88
"954",0.987579,0.012421,9826,42.49,-6.71
"955",0.97936,0.02064,9827,42.78,0.69
"956",0.981147,0.018853,9828,42.5,-6.15
"957",0.98066,0.01934,9830,36.97,-3.28
"958",0.99999,1e-05,9831,38.54,-3.39
"959",0.997582,0.002418,9832,40.54,-3.69
"960",0.962546,0.037454,9833,40.38,-4.21
"961",0.997648,0.002352,9834,40.51,-3.9
"962",0.956281,0.043719,9835,40.61,-6.57
"963",0.96797,0.03203,9836,41.25,-1.32
"964",0.992628,0.007372,9837,37.94,-5.6
"965",0.955704,0.044296,9838,41.83,-5.38
"966",0.948598,0.051402,9839,40.44,-4.27
"967",0.988798,0.011202,9840,41.13,-1.43
"968",0.981171,0.018829,9841,40.59,-4.15
"969",0.982371,0.017629,9843,40.53,-3.92
"970",0.977486,0.022514,9844,42.27,0.19
"971",0.989424,0.010576,9845,40.48,-3.96
"972",0.949441,0.050559,9846,42.31,-3.02
"973",0.947528,0.052472,9847,43.31,-5.7
"974",0.957923,0.042077,9848,40.11,-5.77
"975",0.99999,1e-05,9849,40.65,-4.11
"976",0.99999,1e-05,9850,42.86,-0.7
"977",0.985231,0.014769,9851,42.96,-6.1
"978",0.99999,1e-05,9852,40.46,-3.75
"979",0.961379,0.038621,9853,43.33,-5.91
"980",0.927353,0.072647,9854,43.36,-5.88
"981",0.979173,0.020827,9855,40.57,-3.89
"982",0.99999,1e-05,9856,40.51,-4
"983",0.986907,0.013093,9857,40.33,-3.8
"984",0.987568,0.012432,9858,40.98,-3.8
"985",0.99255,0.00745,9859,40.5,-3.88
"986",0.99999,1e-05,9860,42.24,-2.62
"987",0.99999,1e-05,9861,40.72,-3.21
"988",0.949176,0.050824,9862,40.45,-3.67
"989",0.970806,0.029194,9864,41.76,2.69
"990",0.983318,0.016682,9866,41.89,-2.79
"991",0.979608,0.020392,9867,40.94,-3.22
"992",0.965722,0.034278,9868,41.78,2.37
"993",0.995917,0.004083,9869,36.76,-5.28
"994",0.983581,0.016419,9870,41.91,0.17
"995",0.99999,1e-05,9871,40.75,-3.99
"996",0.96806,0.03194,9873,37.94,-5.45
"997",0.96575,0.03425,9874,42.34,-3
"998",0.962647,0.037353,9875,43.38,-5.87
"999",0.975447,0.024553,9876,41.34,0.99
"1000",0.977515,0.022485,9877,43.02,-5.6
"1001",0.976449,0.023551,9878,40.78,-3.62
"1002",0.99999,1e-05,9879,37.6,-1.12
"1003",0.978732,0.021268,9880,42.72,-3.44
"1004",0.989714,0.010286,9881,40.46,-5.32
"1005",0.990336,0.009664,9882,40.46,-4.26
"1006",0.98793,0.01207,9883,42.1,-2.56
"1007",0.986815,0.013185,9885,41.14,-3.68
"1008",0.958255,0.041745,9886,42.38,1.73
"1009",0.99585,0.00415,9887,40.4,-4.77
"1010",0.972757,0.027243,9888,40.93,-3.31
"1011",0.97375,0.02625,9890,43.16,-5.07
"1012",0.982964,0.017036,9891,41.93,2.92
"1013",0.994896,0.005104,9892,42.68,-6.96
"1014",0.989474,0.010526,9894,42.59,0.76
"1015",0.922942,0.077058,9895,41.78,2.57
"1016",0.98217,0.01783,9897,40.95,-5.63
"1017",0.961552,0.038448,9898,41.14,-3.58
"1018",0.982841,0.017159,9899,42.54,0.84
"1019",0.989697,0.010303,9900,37.38,-6.01
"1020",0.952636,0.047364,9901,42.27,-2.98
"1021",0.9836,0.0164,9902,40.71,-3.24
"1022",0.929686,0.070314,9903,42.31,-3.1
"1023",0.96045,0.03955,9904,40.95,-3.31
"1024",0.989588,0.010412,9905,40.76,-4.01
"1025",0.992329,0.007671,9906,40,4.25
"1026",0.976187,0.023813,9908,50.72,3.47
"1027",0.96107,0.03893,9909,50.59,3.3
"1028",0.918437,0.081563,9910,50.68,3.52
"1029",0.974805,0.025195,9911,47.16,4.28
"1030",0.93329,0.06671,9912,46.67,4.55
"1031",0.99999,1e-05,9914,47.58,5.33
"1032",0.995433,0.004567,9915,47.45,3.94
"1033",0.949218,0.050782,9917,46.69,4.34
"1034",0.967094,0.032906,9918,47.43,5.21
"1035",0.516925,0.483075,9920,48.54,4.32
"1036",0.89268,0.10732,9921,48.57,4.41
"1037",0.914151,0.085849,9924,48.59,4.24
"1038",0.908834,0.091166,9925,48.91,4.52
"1039",0.920123,0.079877,9926,48.86,4.1
"1040",0.968616,0.031384,9927,44.05,3.69
"1041",0.982577,0.017423,9928,44.12,3.77
"1042",0.93453,0.06547,9929,43.92,3.71
"1043",0.99999,1e-05,9930,43.91,4.14
"1044",0.633228,0.366772,9932,44.12,4.33
"1045",0.977494,0.022506,9933,43.74,3.89
"1046",0.957461,0.042539,9935,50.6,2.93
"1047",0.89931,0.10069,9937,50.79,2.69
"1048",0.90373,0.09627,9938,50.65,2.99
"1049",0.994535,0.005465,9939,31.48,-7.45
"1050",0.93908,0.06092,9941,40.92,-8.54
"1051",0.990064,0.009936,9942,41.32,-1.34
"1052",0.983837,0.016163,9943,39.73,-5.74
"1053",0.99999,1e-05,9944,36.83,-6.36
"1054",0.939474,0.060526,9945,41.8,-3.11
"1055",0.952701,0.047299,9946,38.92,-6.34
"1056",0.99999,1e-05,9947,40.74,-3.9
"1057",0.99999,1e-05,9948,41.05,-3.54
"1058",0.969521,0.030479,9949,42.69,-6.93
"1059",0.997267,0.002733,9950,42.63,0.76
"1060",0.99999,1e-05,9951,51.3333,82.5667
"1061",0.99999,1e-05,9952,51.32,82.55
"1062",0.99999,1e-05,9953,51.33,82.19
"1063",0.99999,1e-05,9955,54.09,60.46
"1064",0.99999,1e-05,9956,54.06,60.48
"1065",0.99999,1e-05,9957,53.04,51.75
"1066",0.99999,1e-05,9958,53.33,49.48
"1067",0.99999,1e-05,9959,53.33,49.48
"1068",0.99999,1e-05,9960,51.31,57.56
"1069",0.978121,0.021879,9962,40.57,15.32
"1070",0.99999,1e-05,9963,39.18,16.26
"1071",0.99999,1e-05,9964,38.36,16.23
"1072",0.989832,0.010168,9965,38.38,16.22
"1073",0.999032,0.000968,9966,40.28,15.65
"1074",0.987117,0.012883,9968,39.27,16.27
"1075",0.991317,0.008683,9969,40.18,16.45
"1076",0.951572,0.048428,9970,46.3716,11.2376
"1077",0.983738,0.016262,9971,46.513,11.331
"1078",0.975969,0.024031,9972,46.513,11.331
"1079",0.99999,1e-05,9973,46.366,11.2832
"1080",0.99999,1e-05,9974,46.3378,11.2928
"1081",0.99999,1e-05,9975,46.3378,11.2928
"1082",0.984685,0.015315,9976,46.2543,11.167
"1083",0.99999,1e-05,9978,46.6297,10.817
"1084",0.99999,1e-05,9979,46.36,11.23
"1085",0.961632,0.038368,9980,38.62,16.17
"1086",0.997985,0.002015,9981,38.76,16.24
"1087",0.99761,0.00239,9982,39.01,16.47
"1088",0.943737,0.056263,9983,41.62,12.87
"1089",0.967047,0.032953,9984,41.62,12.87
"1090",0.964923,0.035077,9985,41.43,23.65
"1091",0.99999,1e-05,9986,41.59,25.2
"1092",0.994467,0.005533,9987,41.43,23.5
"1093",0.99999,1e-05,9988,41.7942,43.4767
"1094",0.99999,1e-05,9990,41.8296,46.2831
"1095",0.992611,0.007389,9991,41.2381,46.3728
"1096",0.99999,1e-05,9993,38.6425,42.2394
"1097",0.99999,1e-05,9995,48.14,9.4
"1098",0.928181,0.071819,9996,48.52,8.8
"1099",0.978827,0.021173,9997,48.56,9.16
"1100",0.918143,0.081857,9998,48.43,8.82
"1101",0.99999,1e-05,9999,48.53,9.06
"1102",0.911297,0.088703,10001,48.52,9.05
"1103",0.876395,0.123605,10002,48.53,9.04
"1104",0.995633,0.004367,10004,44.46,25.74
"1105",0.99999,1e-05,10005,46.11,21.95
"1106",0.998024,0.001976,10006,44.6419,34.3814
"1107",0.99999,1e-05,10008,41.45,70.05
"1108",0.99999,1e-05,10009,41.45,70.05
"1109",0.99999,1e-05,10010,41.45,70.05
"1110",0.99999,1e-05,10011,39.8692,45.3622
"1111",0.99999,1e-05,10012,38.9786,48.5594
"1112",0.991092,0.008908,10013,38.7406,48.6131
"1113",0.99999,1e-05,10014,38.6536,48.7992
"1114",0.99999,1e-05,10015,37.29,71.3
"1115",0.99999,1e-05,10017,44.34,21.46
"1116",0.99999,1e-05,10018,44.84,20.16
"1117",0.993451,0.006549,10020,49.17,16.5
"1118",0.920914,0.079086,10022,48.0333,7.7667
